"name","iso","country","entity_type","region","area","area_units","gdp","initiatives_committed","num_commit","lat","lng","population","population_year","state"
"Kolašin","MNE","Montenegro","City","Europe",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,42.82361111,19.5225,3015,NA,"Kolašin"
"Kolbuszowa","POL","Poland","City","Europe",7.94,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,50.2433277,21.7754563,25144,2007,"Subcarpathia"
"Kolding","DNK","Denmark","City","Europe",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,55.49166667,9.5,89210,2017,"South Denmark Region"
"Kolkata","IND","India","City","South Asia",1886.67,"km2",NA,"C40Cities2019;CDPCities2018",2,22.5725,88.36388889,14112536,2011,"West Bengal"
"Kolno","POL","Poland","City","Europe",25.08,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,53.4109383,21.9312439,10579,2006,"Podlaskie"
"Kolomyia","UKR","Ukraine","City","Eastern Europe and Central Asia",41,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,48.5259211,25.0380538,61429,2016,"Ivano-Frankivsk"
"Kolossi","CYP","Cyprus","City","Europe",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,34.67055556,32.93361111,4405,2011,"Limassol District"
"Komoro","JPN","Japan","City","East Asia and the Pacific",99,"km2",NA,"Carbonn2019",1,36.32683333,138.4426389,44270,2019,"Nagano Prefecture"
"Komotini","GRC","Greece","City","Europe",644.93,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.117833,25.4041307,66580,2011,"East Macedonia and Thrace"
"Komsomolsk","UKR","Ukraine","City","Eastern Europe and Central Asia",325.1,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,50.56666667,137,263906,NA,"Poltava Oblast"
"Komyshuvaska Amalgamated Community","UKR","Ukraine","City","Eastern Europe and Central Asia",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,47.71715,35.523094,13157,NA,"Zaporizhia"
"Konavle","HRV","Croatia","City","Eastern Europe and Central Asia",209.25,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,42.518611,18.368056,8577,2011,"Dubrovnik-Neretva County"
"Kongwa","TZA","Tanzania","City","Sub-Saharan Africa",3958,"",NA,"Carbonn2019",1,-6.192777778,36.40722222,309973,2012,"Kongwa District"
"Konotop","UKR","Ukraine","City","Eastern Europe and Central Asia",43.78,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,51.2397495,33.206675,93500,2015,"Sumy"
"Kontich","BEL","Belgium","City","Europe",23.67,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,51.13333333,4.45,20913,NA,"Antwerp Province"
"Koprivnica","HRV","Croatia","City","Eastern Europe and Central Asia",91,"km2",NA,"Carbonn2019;GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",4,46.16277778,16.82833333,30854,2011,"Koprivnica-Križevci County"
"Korca","ALB","Albania","City","Eastern Europe and Central Asia",805.99,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,40.6158913,20.7772019,75000,2011,"Korçë"
"Korcula","HRV","Croatia","City","Eastern Europe and Central Asia",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,42.9617883,17.1359692,5663,2011,"Dubrovnik-Neretva County"
"Kordelio-Evosmos","GRC","Greece","City","Europe",13.36,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,40.666667,22.9,101010,2011,"Central Macedonia"
"Korinthos","GRC","Greece","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,37.9386936,22.9280447,60200,NA,"Peloponnese"
"Koriyama","JPN","Japan","City","East Asia and the Pacific",757,"km2",NA,"Carbonn2019;NAZCA",2,37.40044444,140.3597222,329339,2018,"Fukushima Prefecture"
"Kornynska","UKR","Ukraine","City","Eastern Europe and Central Asia",1.28,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,50.558056,26.286389,2363,NA,"Rivne"
"Korogwe","TZA","Tanzania","City","Sub-Saharan Africa",225,"",NA,"Carbonn2019",1,-5.155833333,38.45027778,68308,2002,"Korogwe District"
"Korop","UKR","Ukraine","City","Eastern Europe and Central Asia",8.61,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,51.5671394,32.9520532,5505,2017,"Monastyryska Raion"
"Korosten","UKR","Ukraine","City","Eastern Europe and Central Asia",42.31,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,50.95,28.63333333,65000,2015,"Korosten Raion"
"Kortenaken","BEL","Belgium","City","Europe",49.1,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,50.906611,5.0622937,7879,NA,"Flemish Brabant"
"Kortessem","BEL","Belgium","City","Europe",33.9,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,50.8600026,5.3865719,8318,NA,"Limburg"
"Korthi (Aegean Islands)","GRC","Greece","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,37.7567574,24.9426047,2500,NA,"Aegean Islands"
"Korydallos","GRC","Greece","City","Europe",4.324,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.8088621,21.3429665,63445,2011,"Attica"
"Koryukivka","UKR","Ukraine","City","Eastern Europe and Central Asia",26.85,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,51.7794573,32.1378499,12999,2015,"Koriukivka Raion"
"Kostiantynivka","UKR","Ukraine","City","Eastern Europe and Central Asia",66,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,48.5316437,37.71623307,75040,2013,"Kostiantynivka Raion"
"Kostinbrod","BGR","Bulgaria","City","Europe",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,42.81666667,23.21666667,17846,NA,"Sofia"
"Koszegdoroszló","HUN","Hungary","City","Europe",9.65,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,47.345646,16.542544,238,NA,"Western Transdanubia"
"Kota","IND","India","City","South Asia",318,"",NA,"Carbonn2019",1,25,76,1001365,NA,"Rajasthan"
"Kota Kinabalu","MYS","Malaysia","City","East Asia and the Pacific",366,"km2",NA,"Carbonn2019;NAZCA",2,5.975,116.0725,553900,2010,"Sabah"
"Kotayk","ARM","Armenia","Region","Eastern Europe and Central Asia",2086,"km2",NA,"Under2Coalition2019",1,40.41666667,44.75,254397,NA,"Kotayk"
"Koto","JPN","Japan","City","East Asia and the Pacific",40,"",NA,"Carbonn2019",1,35,139,488632,NA,"Tokyo Metropolis"
"Kotsubynske","UKR","Ukraine","City","Eastern Europe and Central Asia",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,50.49,30.334722,13900,2001,"Irpin"
"Koumra","TCD","Chad","City","Sub-Saharan Africa",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,8.917267,17.550515,75026,2012,"Mandoul"
"Kovel","UKR","Ukraine","City","Eastern Europe and Central Asia",47.3,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,51.21666667,24.71666667,68279,2015,"Kovel City Municipality"
"Kozani","GRC","Greece","City","Europe",1071.3,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,40.3007259,21.7883119,71388,2011,"West Macedonia"
"Kozloduy","BGR","Bulgaria","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,43.7727332,23.728258,13058,NA,"Oblast Vratsa"
"Kozy","POL","Poland","City","Europe",26.9,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,49.8462862,19.145175,12000,NA,"Silesia"
"Kpalimé","TGO","Togo","City","Sub-Saharan Africa",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,6.909767,0.629892,75084,2010,"Plateaux Region"
"Krško","SVN","Slovenia","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,45.9573785,15.4933729,25795,2002,"Lower Sava"
"Kraainem","BEL","Belgium","City","Europe",5.8,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,50.86666667,4.466666667,13566,NA,"Flemish Brabant"
"Kramatorsk","UKR","Ukraine","City","Eastern Europe and Central Asia",117.1,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,48.71666667,37.53333333,157627,2013,"Donetsk Oblast"
"Kranj","SVN","Slovenia","City","Europe",148,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,46.23333333,14.36666667,54500,2018,"Upper Carniola"
"Krasnapollie","BLR","Belarus","City","Eastern Europe and Central Asia",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,53.33333333,31.40222222,5749,NA,"Mogilev Region"
"Krasnoarmijsk","UKR","Ukraine","City","Eastern Europe and Central Asia",29.7,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,48.28277778,37.18277778,64895,2013,"Donetsk"
"Krasnograd","UKR","Ukraine","City","Eastern Europe and Central Asia",13.55,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,49.3795672,35.4459687,22444,1992,"Krasnohrad Raion"
"Krasnopilska Amalgamated Community","UKR","Ukraine","City","Eastern Europe and Central Asia",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,50.76711,35.267666,8259,NA,"Sumy"
"Kremenchuk","UKR","Ukraine","City","Eastern Europe and Central Asia",96,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,49.0797222,33.4325,225828,2015,"Poltava Oblast"
"Križevci","HRV","Croatia","City","Eastern Europe and Central Asia",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,46.0229849,16.5456976,11541,2011,"Koprivnica-Križevci County"
"Kristiansand","NOR","Norway","City","Europe",276,"km2",NA,"Carbonn2019;GlobalCovenantofMayors2019;CDPCities2018;NAZCA",4,58.14722222,7.997222222,85681,2017,"Kristiansandregion"
"Kristianstad","SWE","Sweden","City","Europe",1818,"km2",NA,"Carbonn2019;EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",4,56.02944444,14.15666667,83191,2016,"Skåne"
"Krivodol","BGR","Bulgaria","City","Europe",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,43.36666667,23.48333333,3421,2008,"Oblast Vratsa"
"Krk","HRV","Croatia","City","Eastern Europe and Central Asia",405.78,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,45.080936,14.592586,5941,2011,"Primorje-Gorski Kotar County"
"Krokowa","POL","Poland","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,54.778814,18.1632206,10684,NA,"Pomerania"
"Kronoberg","SWE","Sweden","Region","Europe",8466,"km2",NA,"CompactofStatesRegions2018",1,14.81,56.87,197519,2017,"Kronoberg"
"Kropia","GRC","Greece","City","Europe",102,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,37.870806,23.834678,25000,2011,"Attica"
"Kruibeke","BEL","Belgium","City","Europe",33.42,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,51.16666667,4.3,16307,NA,"East Flanders"
"Krushari","BGR","Bulgaria","City","Europe",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,43.81666667,27.75,4510,2009,"Dobrich"
"Kryvyi Rih","UKR","Ukraine","City","Eastern Europe and Central Asia",410,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,47.9102734,33.3917703,667900,NA,"Kryvyi Rih"
"Kuala Lumpur","MYS","Malaysia","City","East Asia and the Pacific",243,"km2",NA,"Carbonn2019;GlobalCovenantofMayors2019;C40Cities2019;NAZCA",4,3.147777778,101.6952778,1790000,2015,"Federal Territory of Kuala Lumpur"
"Kuching North","MYS","Malaysia","City","East Asia and the Pacific",369.48,"km2",NA,"Carbonn2019",1,1.561111111,110.3416667,217566,2019,"Sarawak"
"Kula","SRB","Serbia","City","Eastern Europe and Central Asia",481,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,45.611084,19.53612,43101,NA,"West Backa"
"Kumamoto","JPN","Japan","City","East Asia and the Pacific",390,"km2",NA,"Carbonn2019;NAZCA",2,32.78333333,130.7333333,734029,2017,"Kumamoto Prefecture"
"Kumba","CMR","Cameroon","City","Sub-Saharan Africa",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,4.63602,9.44347,144268,2015,"South-West Region"
"Kungälv","SWE","Sweden","City","Europe",11.52,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,57.8698304,11.9776901,40268,2010,"Bohuslän"
"Kungsbacka","SWE","Sweden","City","Europe",10.03,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,57.4888563,12.0787529,80000,2010,"Halland"
"Kupang","IDN","Indonesia","City","East Asia and the Pacific",180.27,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,-10.1632208,123.6017755,378425,2011,"East Nusa Tenggara"
"Kupyansk","UKR","Ukraine","City","Eastern Europe and Central Asia",33.34,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,49.70556,37.6028,30900,2017,"Kharkiv Oblast"
"Kurakhovo","UKR","Ukraine","City","Eastern Europe and Central Asia",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,47.983333,37.266667,20098,2013,"Kurakhove Municipality"
"Kurashiki","JPN","Japan","City","East Asia and the Pacific",355,"km2",NA,"Carbonn2019",1,34.58333333,133.7666667,483265,2017,"Okayama Prefecture"
"Kuressaare","EST","Estonia","City","Europe",14.95,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,58.24888,22.49051,14926,2018,"Saare"
"Kurume","JPN","Japan","City","East Asia and the Pacific",230,"km2",NA,"Carbonn2019",1,33.31666667,130.5166667,305933,2015,"Fukuoka Prefecture"
"Kushiro","JPN","Japan","City","East Asia and the Pacific",1363,"km2",NA,"Carbonn2019",1,42.98333333,144.3833333,183757,2016,"Hokkaido Prefecture"
"Kutaisi","GEO","Georgia","City","Eastern Europe and Central Asia",67.7,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,42.25,42.7,196600,NA,"Imereti"
"Kuzma","SVN","Slovenia","City","Europe",3.6,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,46.8348526,16.0808665,1600,2012,"Mura"
"Kuznetsovsk","UKR","Ukraine","City","Eastern Europe and Central Asia",11.3,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,51.34444444,25.85083333,42160,2017,"Varash City"
"Kvareli","GEO","Georgia","City","Eastern Europe and Central Asia",1000.8,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,41.948351,45.814792,7739,2014,"Kakheti"
"KwaDukuza","ZAF","South Africa","City","Sub-Saharan Africa",735,"km2",NA,"Carbonn2019;GlobalCovenantofMayors2019;NAZCA",3,-29.33333333,31.29166667,238587,2011,"KwaZulu-Natal"
"KwaZulu-Natal","ZAF","South Africa","Region","Sub-Saharan Africa",NA,"",NA,"Under2Coalition2019;NAZCA",2,-30.57638889,30.57638889,10267300,NA,"KwaZulu-Natal"
"Kyela","TZA","Tanzania","City","Sub-Saharan Africa",755,"",NA,"Carbonn2019",1,9.4020529,34.01958,221490,NA,"Mbeya Region"
"Kyiv","UKR","Ukraine","City","Eastern Europe and Central Asia",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,50.4501,30.5234,2819566,2015,"Kiev City Municipality"
"Kymis - Aliveriou","GRC","Greece","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,38.0510867,23.7830035,28437,NA,"Attica"
"Kyoto City","JPN","Japan","City","East Asia and the Pacific",827.9,"",NA,"Carbonn2019;GlobalCovenantofMayors2019;NAZCA",3,35.01166667,135.7683333,1470742,2018,"Kyoto Prefecture"
"Kyoto Prefecture","JPN","Japan","Region","East Asia and the Pacific",4613,"km2",NA,"Carbonn2019",1,35.02166667,135.7556111,2609316,2015,"Kyoto Prefecture"
"Kyperounta","CYP","Cyprus","City","Europe",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,34.94138889,32.96916667,1516,2001,"Limassol District"
"Kythiron","GRC","Greece","City","Europe",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,37.9065119,23.7272806,4041,NA,"Aegean Islands"
"L'Albi","ESP","Spain","City","Europe",32.5,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,41.425,0.938611111,860,2018,"Catalonia"
"L'Albiol","ESP","Spain","City","Europe",20.3,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.2518657,1.0897995,459,2018,"Catalonia"
"L'Alcúdia","ESP","Spain","City","Europe",23.7,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,39.1947105,-0.5042405,11246,2018,"Valencia"
"L'Alcúdia De Crespins","ESP","Spain","City","Europe",5.2,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,38.9710532,-0.5890395,5231,2018,"Valencia"
"L'Aldea","ESP","Spain","City","Europe",35.2,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,40.7456621,0.6208386,4376,2018,"Tarragona"
"L'Aleixar","ESP","Spain","City","Europe",26.1,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.201249,1.0466915,884,2018,"Catalonia"
"L'Alfàs del Pi","ESP","Spain","City","Europe",19.26,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,38.58,-0.103055556,21357,2018,"Valencia"
"L'Alqueria de la Comtessa","ESP","Spain","City","Europe",2.15,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,38.9365133,-0.15357,1504,2018,"Valencia"
"L'Aquila","ITA","Italy","City","Europe",473.91,"km2",NA,"GlobalCovenantofMayors2019;CDPCities2018;EUCovenantofMayors2019;NAZCA",4,42.3488992,13.3981375,72442,NA,"Abruzzo"
"L'Argentera","ESP","Spain","City","Europe",10.1,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,41.13916667,0.910277778,152,2018,"Catalonia"
"L'Armentera","ESP","Spain","City","Europe",5.6,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,42.17388889,3.076111111,827,2018,"Catalonia"
"L'Atzúbia","ESP","Spain","City","Europe",14.73,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,38.847472,-0.1509242,632,2018,"Alicante"
"L'Eliana","ESP","Spain","City","Europe",8.77,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.5659086,-0.5302783,17436,2018,"Valencia"
"L'Escala","ESP","Spain","City","Europe",16.3,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,42.11388889,3.138888889,10502,2018,"Catalonia"
"L'Espluga de Francolí","ESP","Spain","City","Europe",57,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.3965477,1.1023184,3897,2018,"Catalonia"
"L'Espunyola","ESP","Spain","City","Europe",35.5,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,42.05472222,1.770833333,269,2018,"Catalonia"
"L'Estany","ESP","Spain","City","Europe",10.2,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.8682984,2.1116329,390,2018,"Catalonia"
"L'Haÿ-les-Roses","FRA","France","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,48.7776577,2.3369786,29671,NA,"Île-de-France"
"L'Hermitage","FRA","France","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,48.12751,-1.81793,3091,NA,"Brittany"
"L'Hospitalet De Llobregat","ESP","Spain","City","Europe",12.4,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.3598601,2.0997927,257038,2018,"Barcelona Province"
"L'Olleria","ESP","Spain","City","Europe",32.2,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,38.9144633,-0.553565,8596,2018,"Valencia"
"Lácacséke","HUN","Hungary","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,48.3685456,21.9931652,324,NA,"Borsod-Abaúj-Zemplén"
"Léglise","BEL","Belgium","City","Europe",172.92,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,49.8003582,5.5381496,5211,NA,"Luxembourg"
"Léhon","FRA","France","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,48.442324,-2.0389541,2872,2008,"Brittany"
"Léré","TCD","Chad","City","Sub-Saharan Africa",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,9.655488,14.225061,30000,NA,"Lac Léré"
"Lörrach","DEU","Germany","City","Europe",39.43,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,47.6120896,7.6607218,48400,NA,"Baden-Württemberg"
"Lørenskog","NOR","Norway","City","Europe",70,"km2",NA,"Carbonn2019",1,59.89888889,10.96416667,33308,2017,"Akershus"
"Lebork","POL","Poland","City","Europe",17.86,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,54.5391501,17.7472272,34000,2006,"Pomerania"
"L’Ènova","ESP","Spain","City","Europe",7.7,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.04513,-0.481505,936,2018,"Valencia"
"La Albuera","ESP","Spain","City","Europe",26.4,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,38.717028,-6.823041,1804,2018,"Badajoz"
"La Algaba","ESP","Spain","City","Europe",18,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,37.4619114,-6.0137161,13764,2018,"Seville"
"La Almolda","ESP","Spain","City","Europe",131,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.5545643,-0.2101406,615,2018,"Aragon"
"La Almunia de Doña Godina","ESP","Spain","City","Europe",56.65,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,41.47722222,-1.376111111,7792,2018,"Aragon"
"La Antigua Guatemala","GTM","Guatemala","City","Latin America and Caribbean",78,"",NA,"Carbonn2019",1,14.56666667,-90.73333333,82072,2013,"Sacatepéquez"
"La Barca","MEX","Mexico","City","Latin America and Caribbean",379.48,"km2",NA,"CDPCities2018",1,20.2903,-102.546,85000,2017,"Jalisco"
"La Baronia de Rialb","ESP","Spain","City","Europe",145.1,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,41.93388889,1.196944444,260,2018,"Catalonia"
"La Barraca d'Aigües Vives","ESP","Spain","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.099811,-0.370703,875,NA,"Valencia"
"La Bastidonne","FRA","France","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,43.70086,5.567567,730,NA,"Provence-Alpes-Côte d'Azur"
"La Bisbal d'Empordà","ESP","Spain","City","Europe",20.6,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.9598687,3.039616,10435,2018,"Catalonia"
"La Bisbal de Falset","ESP","Spain","City","Europe",14.1,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,41.28194444,0.724166667,219,2018,"Catalonia"
"La Campana","ESP","Spain","City","Europe",125,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,37.56666667,-5.416666667,5236,2018,"Seville"
"La Carlota","ESP","Spain","City","Europe",78.97,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,37.66666667,-4.933333333,11906,2018,"Córdoba"
"La Carolina","ESP","Spain","City","Europe",201,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,38.2742478,-3.61527,15576,2018,"Jaén"
"La Cellera de Ter","ESP","Spain","City","Europe",14.6,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.96936395,2.620694276,2068,2018,"Girona"
"La Chapelle-Thouarault","FRA","France","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,48.12376,-1.86672,1942,NA,"Brittany"
"La Chaux de Fonds","CHE","Switzerland","City","Europe",5566,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,47.103489,6.832784,38965,NA,"Neuchâtel"
"La Coma i la Pedra","ESP","Spain","City","Europe",60.6,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,42.17449855,1.581702353,283,2018,"Catalonia"
"La Coronada","ESP","Spain","City","Europe",81,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,38.919288,-5.670776,2401,2018,"Badajoz"
"La Couronne","FRA","France","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,45.60847,0.101397,7037,NA,"Nouvelle-Aquitaine"
"La Crosse, WI","USA","United States of America","City","North America",61.6158621,"km2",NA,"GlobalCovenantofMayors2019;ClimateMayors;CDPCities2018;NAZCA",4,43.80877,-91.25186,51320,2010,"Wisconsin"
"La Cumbre","ARG","Argentina","City","Latin America and Caribbean",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,-30.9804737,-64.5063513,7761,NA,"Córdoba"
"La Estrella","COL","Colombia","City","Latin America and Caribbean",NA,"",NA,"Carbonn2019;GlobalCovenantofMayors2019;NAZCA",3,6.166666667,-75.66666667,62344,NA,"Antioquia Department"
"La Fatarella","ESP","Spain","City","Europe",56.5,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.1625016,0.4734986,1056,2018,"Catalonia"
"La Febró","ESP","Spain","City","Europe",16.1,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,41.27944444,1.005555556,48,2018,"Catalonia"
"La Fenice","ITA","Italy","City","Europe",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019",2,44.0608887,12.5494264,22845,NA,"Venice"
"La Figuera","ESP","Spain","City","Europe",18.7,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.2162629,0.7312824,108,2018,"Catalonia"
"La Font De La Figuera","ESP","Spain","City","Europe",84.34,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,38.80496,-0.8798527,2139,2018,"Valencia"
"La Font d’En Carròs","ESP","Spain","City","Europe",9.9,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,38.9168623,-0.1708638,3859,2018,"Valencia"
"La Fuliola","ESP","Spain","City","Europe",11,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,41.71666667,1.016666667,1230,2018,"Catalonia"
