"name","iso","country","entity_type","region","area","area_units","gdp","initiatives_committed","num_commit","lat","lng","population","population_year","state"
"!Kheis","ZAF","South Africa","City","Sub-Saharan Africa",11107,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,-30.4620482,17.9929881,16637,2011,"Northern Cape"
"Àger","ESP","Spain","City","Europe",160.6,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,42.0000879,0.7632247,590,2018,"Lleida"
"Águeda","PRT","Portugal","City","Europe",335.27,"km2",NA,"CDPCities2018;GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",4,40.5753,-8.44582,47729,2011,"Centro"
"Águilas","ESP","Spain","City","Europe",251.77,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,37.4099628,-1.5804921,34828,2018,"Murcia"
"Álora","ESP","Spain","City","Europe",79.26,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,36.839681,-4.707062,13499,2018,"Málaga"
"Árchez","ESP","Spain","City","Europe",4.8,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,36.83888889,-3.990555556,437,2018,"Málaga"
"Ávila","ESP","Spain","City","Europe",36.4,"ha",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,40.656478,-4.7002171,58915,2018,"Avila"
"Älmhults","SWE","Sweden","City","Europe",8.78,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,56.55,14.116667,15570,2010,"Småland"
"Älvsbyn","SWE","Sweden","City","Europe",6.35,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,65.68333333,21.01666667,8274,2010,"Norrbotten County"
"Ängelholm","SWE","Sweden","City","Europe",12.83,"km2",NA,"Carbonn2019",1,56.25,12.85,39612,2017,"Skåne"
"Å empeter-Vrtojba","SVN","Slovenia","City","Europe",15,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,45.916667,13.65,6269,NA,"Šempeter–Vrtojba"
"Ålesund","NOR","Norway","City","Europe",93.17,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,62.47777778,6.190277778,42317,2017,"Møre og Romsdal"
"Ærø","DNK","Denmark","City","Europe",NA,"",NA,"CDPCities2018;GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",4,54.8914,10.4047,6180,2017,"South Denmark Region"
"Çankaya","TUR","Turkey","City","Eastern Europe and Central Asia",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,40.83416667,36.32666667,914501,NA,"Tasova"
"Écija","ESP","Spain","City","Europe",978.73,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,37.53333333,-5.083333333,40100,2018,"Seville"
"Épila","ESP","Spain","City","Europe",19432,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,41.6,-1.283055556,4746,2018,"Aragon"
"Évora","PRT","Portugal","City","Europe",1307.08,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,38.56666667,-7.9,57791,2011,"Alentejo"
"Ílhavo","PRT","Portugal","City","Europe",73.48,"km2",NA,"CDPCities2018;EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",4,38.85,-7.58,38598,2017,"Centro"
"Óbidos","PRT","Portugal","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.360421,-9.158201,10875,NA,"Centro"
"Órgiva","ESP","Spain","City","Europe",134,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,36.8972198,-3.422404,5574,2018,"Granada"
"Ózd","HUN","Hungary","City","Europe",91.56,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,48.2196425,20.2954986,34395,2017,"Borsod-Abaúj-Zemplén"
"Östersund","SWE","Sweden","City","Europe",2501.08,"km2",NA,"Carbonn2019;GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",4,63.17916667,14.63583333,49806,2015,"Jämtland"
"Övertorneå","SWE","Sweden","City","Europe",2.69,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,66.38805556,23.65361111,4800,2010,"Norrbotten County"
"Østfold","NOR","Norway","Region","Europe",3887,"km2",NA,"CompactofStatesRegions2018",1,11.3279,59.2558,295421,2018,"Østfold"
"Úbeda","ESP","Spain","City","Europe",4.2,"ha",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,38.0126888,-3.3719848,35649,2018,"Jaén"
"Úvaly","CZE","Czech Republic","City","Europe",10.97,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,50.073737,14.730845,6037,NA,"Central Bohemian Region"
"Cajnice","BIH","Bosnia and Herzegovina","City","Eastern Europe and Central Asia",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,43.5568196,19.0715447,4500,NA,"Republika Srpska"
"Haz-Zebbug","MLT","Malta","City","Europe",8.7,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,35.876465,14.439084,11063,2014,"Southern Region"
"Izmir","TUR","Turkey","City","Eastern Europe and Central Asia",12019,"km2",NA,"Carbonn2019;EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",4,38.41666667,27.13333333,4113072,2018,"Ä°zmir"
"Šilutes","LTU","Lithuania","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,55.34935365,21.47238043,54500,2015,"Klaipeda County"
"Šodolovci","HRV","Croatia","City","Eastern Europe and Central Asia",78.72,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,45.3981641,18.6186079,1653,2011,"Osijek-Baranja County"
"Žabljak","MNE","Montenegro","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,43.1550532,19.1208669,1928,NA,"Zabljak"
"Žalec","SVN","Slovenia","City","Europe",3,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,46.25099722,15.16393889,21398,2013,"Savinja"
"Župa Dubrovacka","HRV","Croatia","City","Eastern Europe and Central Asia",22.81,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,42.6238539,18.2085013,8331,2011,"Dubrovnik-Neretva County"
"A Bola","ESP","Spain","City","Europe",34.9,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,42.15194444,-7.913888889,1339,2018,"Cáceres"
"A Coruña","ESP","Spain","City","Europe",37.83,"km2",NA,"GlobalCovenantofMayors2019;Carbonn2019;EUCovenantofMayors2019;NAZCA",4,43.3712091,-8.3958767,247482,2018,"A Coruña"
"Añon De Moncayo","ESP","Spain","City","Europe",64.33,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.778589,-1.7210175,208,2018,"Aragon"
"Ašmiany","BLR","Belarus","City","Eastern Europe and Central Asia",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,54.4266578,25.9458953,31190,NA,"Grodno Region"
"Aachen","DEU","Germany","City","Europe",160.85,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,50.776351,6.083862,244509,NA,"North Rhine-Westphalia"
"Aalborg","DNK","Denmark","City","Europe",139,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,57.05,9.916666667,205809,2016,"North Denmark Region"
"Aalst","BEL","Belgium","City","Europe",78.12,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,50.93333333,4.033333333,83267,NA,"East Flanders"
"Aarhus","DNK","Denmark","City","Europe",91,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,56.1496278,10.2134046,305000,2018,"Central Denmark Region"
"Aarschot","BEL","Belgium","City","Europe",62.52,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,50.9855815,4.834949915,28760,NA,"Flemish Brabant"
"Abéché","TCD","Chad","City","Sub-Saharan Africa",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,13.835912,20.843371,2e+05,2012,"Ouaddaï Region"
"Abaetetuba","BRA","Brazil","City","Latin America and Caribbean",430.9,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,-1.72509,-48.889938,153553,NA,"Pará"
"Abanilla","ESP","Spain","City","Europe",236.6,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,38.205181,-1.04066,6500,2018,"Murcia"
"Abano Terme","ITA","Italy","City","Europe",21.41,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,45.36027778,11.79,18206,NA,"Padua"
"Abanto-Zierbena","ESP","Spain","City","Europe",18.03,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,43.31184035,-3.089286215,9724,2018,"Biscay"
"Abarán","ESP","Spain","City","Europe",115,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,38.2,-1.4,13110,2018,"Murcia"
"Abasan Al-Kabira","PSE","Palestine","City","Middle East and North Africa",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;Carbonn2019;CDPCities2018;NAZCA",5,31.3238491,34.3497101,30000,2006,"State of Palestine"
"Abbadia Lariana","ITA","Italy","City","Europe",16.67,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,45.9,9.333333333,3249,NA,"Lecco"
"Abbateggio","ITA","Italy","City","Europe",15.4,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,42.23333333,14.01666667,443,NA,"Pescara"
"Abbiategrasso","ITA","Italy","City","Europe",47.78,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,45.400767,8.918542,30000,NA,"Lombardy"
"Abegondo","ESP","Spain","City","Europe",83.81,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,43.21912,-8.297905,7509,2018,"A Coruña"
"Aberdeen","GBR","United Kingdom","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,57.1452452,-2.0913744,213810,NA,"Scotland"
"Aberdeenshire","GBR","United Kingdom","Region","Europe",6313,"km2",NA,"GlobalCovenantofMayors2019",1,57.16666667,-2.666666667,243510,NA,"Aberdeenshire"
"Abertura","ESP","Spain","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.24395,-5.8147,456,NA,"Cáceres"
"Abidjan","CIV","Cote d'Ivoire","City","Sub-Saharan Africa",422,"km2",NA,"C40Cities2019;GlobalCovenantofMayors2019;NAZCA",3,5.316666667,-4.033333333,3677115,NA,"Abidjan"
"Abington, PA","USA","United States of America","City","North America",25.122903,"km2",NA,"CDPCities2018",1,40.1241,-75.1195,55310,2010,"Massachusetts"
"Abla","ESP","Spain","City","Europe",45.24,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,37.1416926,-2.7792317,1505,2018,"Almería"
"Aboisso","CIV","Cote d'Ivoire","City","Sub-Saharan Africa",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,5.474511,-3.203076,63332,2014,"Comoé"
"Abrantes","PRT","Portugal","City","Europe",714.69,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,39.44010295,-8.128236307,19132,2011,"Centro"
"Abrera","ESP","Spain","City","Europe",19.9,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,41.51666667,1.9,11521,2018,"Barcelona Province"
"Abriola","ITA","Italy","City","Europe",97.19,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,40.5078822,15.8137603,1617,NA,"Potenza"
"Abrucena","ESP","Spain","City","Europe",83,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,37.1332098,-2.7974819,1358,2018,"Almería"
"Abruzzo","ITA","Italy","Region","Europe",10763,"km2",NA,"Under2Coalition2019;NAZCA",2,42.36611111,12.39444444,1326513,2016,"Abruzzo"
"Abuja","NGA","Nigeria","City","Sub-Saharan Africa",1769,"km2",NA,"CDPCities2018",1,9.07647,7.39857,2440000,2017,"Federal Capital Territory"
"Aburrá Valley","COL","Colombia","City","Latin America and Caribbean",1152,"",NA,"Carbonn2019;NAZCA",2,6,-75,3591963,NA,"Antioquia"
"Acate","ITA","Italy","City","Europe",102.47,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,37.03388889,14.49416667,10432,NA,"Ragusa"
"Accadia","ITA","Italy","City","Europe",30.74,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,41.16666667,15.33333333,2470,NA,"Foggia"
"Accettura","ITA","Italy","City","Europe",90.37,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,40.48333333,16.15,2020,NA,"Matera"
"Acciano","ITA","Italy","City","Europe",32.22,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,42.18333333,13.73333333,339,NA,"Province of L'Aquila"
"Accra","GHA","Ghana","City","Sub-Saharan Africa",225.67,"km2",NA,"GlobalCovenantofMayors2019;C40Cities2019;CDPCities2018;NAZCA",4,5.5600141,-0.2057436,2291352,2010,"Greater Accra Region"
"Acered","ESP","Spain","City","Europe",30,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.1704796,-1.6042984,243,2018,"Zaragoza"
"Acerenza","ITA","Italy","City","Europe",77.64,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,40.79690278,15.94068056,2623,NA,"Potenza"
"Acharnes","GRC","Greece","City","Europe",149.96,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,38.08522,23.738064,80121,2011,"Attica"
"Aci Bonaccorsi","ITA","Italy","City","Europe",1.72,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,37.595517,15.109543,3272,NA,"Sicily"
"Aci Castello","ITA","Italy","City","Europe",8.71,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,37.5542111,15.14856,18080,NA,"Catania"
"Aci Catena","ITA","Italy","City","Europe",8.53,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,37.606435,15.141924,29662,NA,"Sicily"
"Aci Sant'Antonio","ITA","Italy","City","Europe",14.33,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,37.6064186,15.1260733,17479,NA,"Catania"
"Acigné","FRA","France","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,48.13368,-1.53385,5246,2016,"Brittany"
"Acireale","ITA","Italy","City","Europe",40.43,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,37.6127773,15.1658804,53122,NA,"Catania"
"Acquanegra sul Chiese","ITA","Italy","City","Europe",28.01,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,45.16666667,10.43333333,3016,NA,"Mantua"
"Acquapendente","ITA","Italy","City","Europe",131.61,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,42.747723,11.86302,5619,NA,"Viterbo"
"Acquappesa","ITA","Italy","City","Europe",14.45,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,39.5,15.95,1882,NA,"Cosenza"
"Acquarica del capo","ITA","Italy","City","Europe",18.7,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.907845,18.231821,4951,NA,"Lecce"
"Acquaviva Collecroce","ITA","Italy","City","Europe",28.6,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,41.86666667,14.75,674,NA,"Campobasso"
"Acquaviva Platani","ITA","Italy","City","Europe",14.63,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,37.56666667,13.7,1033,NA,"Caltanissetta"
"Acquaviva delle Fonti","ITA","Italy","City","Europe",132.03,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,40.9,16.85,21000,NA,"Bari"
"Acquedolci","ITA","Italy","City","Europe",12.93,"km2",NA,"EUCovenantofMayors2019;NAZCA",2,38.05,14.58333333,5500,2015,"Messina"
"Acre","BRA","Brazil","Region","Latin America and Caribbean",152581,"km2",NA,"Under2Coalition2019;NAZCA",2,-9.116666667,-70.51666667,790101,2014,"Acre"
"Acri","ITA","Italy","City","Europe",200.63,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.488691,16.382857,21195,NA,"Cosenza"
"Acton, MA","USA","United States of America","City","North America",NA,"",NA,"WeAreStillIn2019",1,NA,NA,219292,NA,"Massachusetts"
"Adachi","JPN","Japan","City","East Asia and the Pacific",53,"km2",NA,"Carbonn2019",1,35.78333333,139.8,669143,2015,"Tokyo Metropolis"
"Adams County, CO","USA","United States of America","City","North America",NA,"",NA,"Carbonn2019",1,38.79388889,-83.54361111,45913,2017,"Colorado"
"Adams, MA","USA","United States of America","City","North America",59.310771,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.839827,-104.193092,498187,2010,"Massachusetts"
"Adamuz","ESP","Spain","City","Europe",334,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,38.01666667,-4.516666667,4476,2018,"Córdoba"
"Addis Ababa","ETH","Ethiopia","City","Sub-Saharan Africa",527,"km2",NA,"C40Cities2019;CDPCities2018;GlobalCovenantofMayors2019;NAZCA",4,9.03,38.74,3800000,2008,"Addis Ababa"
"Adeje","ESP","Spain","City","Europe",105.95,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,28.1219416,-16.7241892,46667,2018,"Santa Cruz de Tenerife"
"Adelaide","AUS","Australia","City","East Asia and the Pacific",3257.7,"km2",NA,"Carbonn2019;GlobalCovenantofMayors2019;CDPCities2018;NAZCA",4,-34.92888889,138.6011111,22393,2017,"South Australia"
"Ademuz","ESP","Spain","City","Europe",100.42,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,40.0632676,-1.2862303,1092,2018,"Valencia"
"Adjud","ROU","Romania","City","Europe",59.1,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,46.096196,27.18219,17585,2011,"Vrancea County"
"Administration Communale de Tellin","BEL","Belgium","City","Europe",56.64,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,50.081667,5.218333,2468,NA,"Luxembourg"
"Administration commmunale de Seneffe","BEL","Belgium","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,50.52964,4.256984,11161,NA,"Wallonia"
"Administration communale d'Estinnes","BEL","Belgium","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,50.516667,4.25,11272,NA,"Wallonia"
"Ador","ESP","Spain","City","Europe",13.8,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,38.9177071,-0.2249926,1374,2018,"Valencia"
"Adra","ESP","Spain","City","Europe",83.22,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,37.66666667,14.83333333,23195,NA,"Almería"
"Adrano","ITA","Italy","City","Europe",83.22,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,37.661966,14.8333672,35519,NA,"Catania"
"Affi","ITA","Italy","City","Europe",9.88,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,45.5540914,10.7764241,1942,NA,"Verona"
"Afragola","ITA","Italy","City","Europe",17.91,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,40.923039,14.309304,63674,NA,"Naples"
"Agência de energia MédioTejo21","PRT","Portugal","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019",2,39.53604175,-8.332223294,219465,NA,"Santarém"
"Agadir","MAR","Morocco","City","Middle East and North Africa",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,30.43333333,-9.6,450000,2014,"Agadir-Ida Ou Tanane"
"Agaete","ESP","Spain","City","Europe",45.5,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,28.100259,-15.699674,5558,2018,"Las Palmas"
"Agerola","ITA","Italy","City","Europe",19.83,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,40.637707,14.538839,7500,NA,"Naples"
"Aggregazione BERNEZZO","ITA","Italy","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019",2,44.3886068,7.4332093,5631,NA,"Cuneo"
"Aggregazione Castelletto Stura","ITA","Italy","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019",2,44.4417886,7.638649,9322,NA,"Cuneo"
"Aggregazione Ceva","ITA","Italy","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019",2,44.386254,8.029079,6678,NA,"Cuneo"
"Aggregazione Diano D'alba","ITA","Italy","City","Europe",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019",2,44.6515358,8.0252513,5643,NA,"Cuneo"
"Aggregazione Dro-Roc-Vil","ITA","Italy","City","Europe",27,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019",2,45.961111,10.911111,4030,NA,"Trento"
"Aggregazione Garessio","ITA","Italy","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019",2,44.202931,8.0192528,5155,NA,"Cuneo"
"Aggregazione Genola","ITA","Italy","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019",2,44.588936,7.66453,2661,NA,"Cuneo"
"Aggregazione MARENE","ITA","Italy","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019",2,44.6615577,7.7270091,5359,NA,"Cuneo"
"Aggregazione Niella Belbo","ITA","Italy","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019",2,44.51376,8.08048,7835,NA,"Cuneo"
"Aggregazione Robilante-Roccavione","ITA","Italy","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019",2,44.2945397,7.509191,5203,NA,"Cuneo"
"Aggregazione Saliceto","ITA","Italy","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019",2,44.41439,8.16987,5018,NA,"Cuneo"
"Aggregazione Sommariva del Bosco","ITA","Italy","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019",2,44.768741,7.78533,21367,NA,"Cuneo"
"Aggregazione Vicoforte","ITA","Italy","City","Europe",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019",2,44.3744419,7.8725517,8567,NA,"Cuneo"
"Aggregazione Villanova Mondovì","ITA","Italy","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019",1,44.348514,7.767477,10206,NA,"Cuneo"
"Aghios Nikolaos","GRC","Greece","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,36.8243276,22.2811442,27074,2011,"Crete"
"Agia","GRC","Greece","City","Europe",NA,"",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,39.03333333,26.41666667,14121,NA,"Nomos Larisis"
"Agia Paraskevi","GRC","Greece","City","Europe",7.935,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,39.2475388,26.2711986,59704,2011,"Attica"
"Agia Varvara","GRC","Greece","City","Europe",2.425,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,38,23.65,26490,2011,"Attica"
"Agioi Anargyroi-Kamatero","GRC","Greece","City","Europe",9.15,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,38.03333333,23.71666667,55191,2011,"Attica"
"Agios Athanasios","CYP","Cyprus","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,34.7093395,33.0504749,15500,2011,"Limassol District"
"Agios Dimitrios","GRC","Greece","City","Europe",4.949,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;Carbonn2019;NAZCA",4,37.93333333,23.73333333,70000,2011,"Attica"
"Agira","ITA","Italy","City","Europe",164.08,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,37.661603,14.51201,8500,NA,"Enna"
"Aglandjia","CYP","Cyprus","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,35.1523806,33.3977301,22000,2011,"Nicosia District"
"Agna","ITA","Italy","City","Europe",18.8,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,45.1702381,11.9603017,3405,NA,"Parma"
"Agnone","ITA","Italy","City","Europe",96.85,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.8095612,14.3770463,5253,NA,"Isernia"
"Agnosine","ITA","Italy","City","Europe",13.55,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,45.65,10.35,1875,NA,"Brescia"
"Agona East","GHA","Ghana","City","Sub-Saharan Africa",NA,"",NA,"GlobalCovenantofMayors2019;NAZCA",2,5.603215,-0.791323,101522,NA,"Central Region"
"Agost","ESP","Spain","City","Europe",66.64,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,38.436906,-0.6396686,4752,2018,"Alicante"
"Agrón","ESP","Spain","City","Europe",27,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,37.03,-3.829166667,342,2018,"Granada"
"Agrafa","GRC","Greece","City","Europe",920.3,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,39.1359953,21.6494392,14365,2011,"Central Greece"
"Agramunt","ESP","Spain","City","Europe",79.6,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,41.7876693,1.0986828,5735,2018,"Lleida"
"Agrate Brianza","ITA","Italy","City","Europe",11.22,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,45.58333333,9.35,15035,NA,"Monza Brianza"
"Agres","ESP","Spain","City","Europe",25.8,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,38.7799007,-0.5157277,583,2018,"Alicante"
"Agrigento","ITA","Italy","City","Europe",245.32,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,37.309407,13.585982,57000,NA,"Agrigento"
"Agrinio","GRC","Greece","City","Europe",1229.33,"km2",NA,"GlobalCovenantofMayors2019;NAZCA",2,38.6247709,21.4095037,92608,2011,"West Greece"
"Agropoli","ITA","Italy","City","Europe",32.77,"km2",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019",2,40.346905,14.996553,35823,NA,"Salerno"
"Agros","CYP","Cyprus","City","Europe",NA,"",NA,"GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA",3,34.916667,33.016667,804,2011,"Limassol District"
"Aguadulce","ESP","Spain","City","Europe",50.4,"km2",NA,"EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA",3,8.24,-80.54,2169,2010,"Almería"
