"name","iso","entity_type","country","area","num_commit","lat","lng","population","population_year","state","admin_1","initiatives_committed","region"
"Montesilvano","ITA","City","Italy","23.57",2,42.51416667,14.14944444,52401,NA,"Abruzzo","Pescara","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Montespertoli","ITA","City","Italy","124.97",3,43.65,11.08333333,13330,NA,"Florence",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Montesquiu","ESP","City","Spain","4.9",2,42.11,2.209722222,858,2018,"Barcelona Province","Osona","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Montevago","ITA","City","Italy","32.91",3,37.70333333,12.98666667,3039,NA,"Agrigento",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Montevecchia","ITA","City","Italy","5.8",2,45.7,9.383333333,2494,NA,"Lecco",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Monteveglio","ITA","City","Italy","32",2,44.46611615,11.0830034,5286,NA,"Bologna",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Monteverde","ITA","City","Italy","39.58",2,41.009831,15.535714,842,NA,"Avellino",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Monteverde","CRI","City","Costa Rica",NA,2,10.27388889,-84.82138889,6000,NA,"Puntarenas",NA,"GlobalCovenantofMayors2019;NAZCA","Latin America and Caribbean"
"Monteviale","ITA","City","Italy","8.44",2,45.56666667,11.46666667,2755,NA,"Vicenza",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Montevideo","URY","City","Uruguay","1640",3,-34.9059038,-56.1913568,1304729,2021,NA,"Uruguay","CDPCities2022;;GCoM2022;;Race to Zero","Latin America and Caribbean"
"Montezemolo","ITA","City","Italy","6.94",2,44.387141,8.139318,282,NA,"Cuneo",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"MONTFERRER I CASTELLBO","ESP","City","Spain","176.7",2,42.343,1.429,1074,2018,"Lleida","Lleida","GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Montferri","ESP","City","Spain","19.2",2,41.26722,1.36694,383,2018,"Tarragona","Tarragona","GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Montgai","ESP","City","Spain","28.9",2,41.7999989,0.961434,671,2018,"Lleida","Noguera","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Montgat","ESP","City","Spain","28.9",2,41.79972222,0.960833333,10270,2018,"Barcelona Province",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Montgermont","FRA","City","France",NA,2,48.15552,-1.71767,3141,NA,"Brittany","Betton","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Montgomery County, Maryland","USA","City","United States of America",NA,1,NA,NA,91249,2020,NA,NA,"Under2Coalition2022","North America"
"Montgomery County, MD","USA","City","United States of America","1271.68509",1,39.13333333,-77.2,1052567,NA,"Maryland",NA,"WeAreStillIn2019","North America"
"Montgomery County, MO","USA","City","United States of America","1271.68509",1,39.13333333,-77.2,1052567,NA,"Missouri",NA,"ClimateMayors2019","North America"
"Montgomery, AL","USA","City","United States of America","404.53",1,32.36166667,-86.27916667,200481,2010,"Alabama","Montgomery County, AL","Carbonn2019","North America"
"Monticelli d'Ongina","ITA","City","Italy","46.33",3,45.0895109,9.9331646,5400,2017,"Emilia-Romagna","Piacenza","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Monticelli Pavese","ITA","City","Italy","20.19",3,45.11666667,9.516666667,737,NA,"Pavia",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Monticello Conte Otto","ITA","City","Italy","10.24",2,45.6,11.58333333,9280,NA,"Vicenza",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Montignoso","ITA","City","Italy","16.74",2,44.01666667,10.16666667,10549,NA,"Massa-Carrara","Massa and Carrara","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Montijo","PRT","City","Portugal","348.62",2,38.74502535,-8.628858415,52347,2011,"Lisbon","SetAobal","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Montilla","ESP","City","Spain","168.5",2,37.5802148,-4.640715,23245,2018,"CA3rdoba",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Montitxelvo","ESP","City","Spain","8.2",3,38.891134,-0.3396606,665,2018,"Valencia","Vall d'Albaida","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Montmelian","FRA","City","France","5.69",2,45.5033,6.0542,4102,2019,"Auvergne-Rhone-Alpes","Montmelian","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Montmelo","ESP","City","Spain","4",2,41.55472,2.25,8784,2018,"Barcelona","Valles Oriental","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Montodine","ITA","City","Italy","11.39",2,45.285171,9.707262,2560,NA,"Cremona",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Montoggio","ITA","City","Italy","47.73",2,44.51666667,9.05,1988,NA,"Genoa",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Montorio al Vomano","ITA","City","Italy","53.57",2,42.583142,13.638293,8201,NA,"Province of Teramo","Teramo","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Montorio nei Fentani","ITA","City","Italy","31.66",2,41.75,14.93333333,446,NA,"Molise",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Montornes del Valles","ESP","City","Spain","10.2",2,41.533,2.267,16263,2018,"Barcelona","Barcelona","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Montoro","ESP","City","Spain","586.12",2,38.03333333,-4.366666667,9690,2018,"CA3rdoba","Alto Guadalquivir","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Montoro Superiore","ITA","City","Italy","20",2,40.8316444,14.8021084,8903,NA,"Campania",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Montpelier, VT","USA","City","United States of America","26.417898",3,44.26,-72.57527778,7671,2010,"Vermont","Washington County, VT","ClimateMayors2022;;GCoM2022;;Race to Zero","North America"
"Montpellier","FRA","City","France",NA,4,43.61077,3.876716,254974,NA,"Occitanie",NA,"GCoMEuropeanCommission2021;;GCoM2022;;Race to Zero;;DivestInvest","Europe"
"Montreal, QC","CAN","City","Canada","431.5",7,45.50889,-73.55417,1929263,2021,"Quebec","Montreal","CDPCities2022;;GCoM2022;;Net Zero Carbon Buildings Commitment;;DivestInvest;;C40 Zero Waste Declaration;;Clean Air Initiative;;Race to Zero","North America"
"Montresta","ITA","City","Italy","31.16",2,40.375735,8.49897,560,NA,"Oristano",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Montreuil","FRA","City","France",NA,4,48.86381,2.448451,96073,NA,"AZle-de-France","Bobigny","GCoMEuropeanCommission2021;;GCoM2022;;DivestInvest;;Race to Zero","Europe"
"Montreuil-le-Gast","FRA","City","France","9.14",2,48.2478,-1.7256,1952,2018,"Brittany","Melesse","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Montreux","CHE","City","Switzerland","33.4",2,46.43333333,6.916666667,24732,NA,"Vaud","Riviera-Pays-d'Enhaut","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Montroi / Montroy","ESP","City","Spain",NA,3,39.3406742,-0.613811,2857,NA,"Valencia","Ribera Alta","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Montserrat","ESP","City","Spain","102",2,39.3576494,-0.6030999,7202,NA,"Valencia",NA,"EUCovenantofMayors2022;;GCoM2022","Europe"
"Montuiri","ESP","City","Spain",NA,3,39.57,2.98417,2867,2018,"Balearic Islands","Balearic Islands","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Monvalle","ITA","City","Italy","4.54",2,45.85,8.633333333,1991,NA,"Varese",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Monza","ITA","City","Italy","33.09",2,45.5834418,9.2735257,120204,2016,"Monza Brianza","Monza and Brianza","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Monzon","ESP","City","Spain","155.01",NA,41.91,0.19,17166,2018,"Huesca","Huesca",NA,"Europe"
"Monzuno","ITA","City","Italy","65.01",2,44.28333333,11.26666667,6460,NA,"Bologna",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Mooresville, NC","USA","City","United States of America","54.130791",1,35.354,-80.4913,32711,2010,"North Carolina","Iredell County, NC","ClimateMayors2019","North America"
"Moorslede","BEL","City","Belgium","35.34",3,50.88333333,3.066666667,10937,NA,"West Flanders","Roeselare","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Moos in Passeier","ITA","City","Italy","193.8",2,46.833,11.167,2174,2010,"South Tyrol","Trentino-Alto Adige/Sudtirol","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Mopti","MLI","City","Mali","40",2,14.487428,-4.197463,145000,2009,NA,"Mopti Cercle","GlobalCovenantofMayors2019;NAZCA","Sub-Saharan Africa"
"Mora","SWE","City","Sweden",NA,3,61.004869,14.537142,10896,2018,"Dalarna",NA,"CDPCities2022;;GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Mora d'Ebre","ESP","City","Spain","45.1",2,41.09333,0.64278,5642,2018,"Tarragona","Tarragona","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Mora La Nova","ESP","City","Spain","15.9",2,41.10028,0.65083,5578,2018,"Tarragona","Ribera d'Ebre","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Moraleda de Zafayona","ESP","City","Spain","48",1,37.167,-3.967,3159,2018,"Granada","Moraleda de Zafayona","EUCovenantofMayors2022","Europe"
"Moraleja","ESP","City","Spain","44.98",3,40.533,-3.633,6746,2018,NA,"Community of Madrid","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Moralzarzal","ESP","City","Spain","42.6",3,40.6791436,-3.9720984,12372,2018,"Madrid",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"MORANA","ESP","City","Spain","41.5",2,42.55,-8.55,4200,2018,"Pontevedra","Galicia","GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Morano Calabro","ITA","City","Italy","116.26",2,39.85,16.13333333,4795,NA,"Cosenza",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Morata De Jalon","ESP","City","Spain","22",2,41.467,-1.467,1097,2018,"Zaragoza","Aragon","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Moratalla","ESP","City","Spain","29",2,38.189318,-1.891609,8382,2018,"Guadalajara","Noroeste","GlobalCovenantofMayors2019;NAZCA","Europe"
"Moravske Toplice","SVN","City","Slovenia","8.6",2,46.69273611,16.22814722,6000,2012,"Mura",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Moravsky Zizkov","CZE","City","Czech Republic","13.54",1,48.83278,16.93139,1471,2021,NA,"Breclav","EUCovenantofMayors2022","Europe"
"Morazzone","ITA","City","Italy","5.6",2,45.76666667,8.833333333,4380,NA,"Varese",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Morbegno","ITA","City","Italy","14.82",2,46.1324186,9.5694737,12195,NA,"Sondrio",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Morbylanga","SWE","City","Sweden","2.44",2,56.517,16.383,1780,2010,"Oland","Morbylanga Municipality","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Morciano di Leuca","ITA","City","Italy","13.57",2,39.847818,18.312432,3460,2020,"Lecce",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Morciano di Romagna","ITA","City","Italy","5",2,43.917,12.65,7128,2007,"Rimini","Rimini","GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Morcone","ITA","City","Italy","101.33",2,41.33977,14.665455,5030,NA,"Benevento",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Mordano","ITA","City","Italy","21",3,44.4,11.817,4709,2007,NA,"Bologna","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Mordelles","FRA","City","France",NA,2,48.07292,-1.84695,6628,NA,"Brittany","Le Rheu","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Morelabor","ESP","City","Spain",NA,1,37.43997,-3.331304,619,NA,NA,NA,"EUCovenantofMayors2022","Europe"
"Moreland","AUS","City","Australia","51",3,-37.71355985,144.9451643,147241,2016,"Victoria","Melbourne","GlobalCovenantofMayors2019;Carbonn2019;NAZCA","East Asia and the Pacific"
"Morelia","MEX","City","Mexico",NA,1,19.76833,-101.18944,784776,2015,"Michoacan","Latin America and the Caribbean","CDPCities2022","Latin America and Caribbean"
"Morella","ESP","City","Spain","413.5",1,40.6196111,-0.1017222,2437,2018,"Castellon","Valencian Community","EUCovenantofMayors2022","Europe"
"Morengo","ITA","City","Italy","9.57",2,45.53333333,9.7,2474,NA,"Bergamo",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Morentin","ESP","City","Spain",NA,1,42.61417,-2.0125,115,NA,NA,NA,"EUCovenantofMayors2022","Europe"
"Morera de Montsant","ESP","City","Spain","52.9",2,41.26694444,0.843055556,158,2018,"Catalonia","Priorat","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Mores","ITA","City","Italy","6.35",2,43.08333333,13.73333333,1982,NA,"Sassari",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Morfasso","ITA","City","Italy","83.93",2,44.71666667,9.7,1070,NA,"Piacenza",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Morgano","ITA","City","Italy","11.7",2,45.65,12.1,4487,2015,"Treviso","Treviso","GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Morgantown, WV","USA","City","United States of America","27.0135957",1,39.381,-79.572,29660,2010,"West Virginia","Monongalia County, WV","ClimateMayors2019","North America"
"Mori","ITA","City","Italy","35",3,45.8524443,10.9782754,9600,NA,"Trento","Trentino","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Moriago della Battaglia","ITA","City","Italy","13.76",3,45.8669999,12.1032818,2814,NA,"Venice","Treviso","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Moricone","ITA","City","Italy","19.59",2,42.117096,12.7716393,2650,NA,"Latium","Rome","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Morigerati","ITA","City","Italy","21.19",2,40.140111,15.55525,665,2017,"Salerno","Campania","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Morimondo","ITA","City","Italy","26",3,45.3524418,8.9548111,1190,NA,"Lombardy","Milan","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Morino","ITA","City","Italy","51.28",2,41.864425,13.456999,1560,NA,"Province of L'Aquila","L'Aquila","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Moriondo Torinese","ITA","City","Italy","6.49",2,45.03333333,7.95,816,NA,"Turin",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Moriya","JPN","City","Japan","35.71",2,35.951417,139.975417,64644,2015,"Ibaraki Prefecture","Ibaraki Prefecture","JapanMOEZeroCarbonCities;;DDLNetZeroDB2020","East Asia and the Pacific"
"Morlupo","ITA","City","Italy","24.08",2,42.15,12.5,8269,NA,"Latium","Rome","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Mornico al Serio","ITA","City","Italy","6.92",2,45.59138,9.809259,2632,2004,"Bergamo",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Morningside, MD","USA","City","United States of America",NA,1,38.82555556,-76.89027778,2046,NA,"Maryland","Prince George's County, MD","WeAreStillIn2019","North America"
"Mornington Peninsula Shire","AUS","City","Australia","723.1",5,-38.3310299,145.0820095,144608,2016,"Victoria","Melbourne","NAZCA2020;;DDLNetZeroDB2020;;CDPCities2018-2019;;CDPCities2019;;GlobalCovenantofMayors2019;Carbonn2019;NAZCA;RacetoZero2020","East Asia and the Pacific"
"Morogoro","TZA","City","Tanzania","260",3,-6.82824,37.66779,315866,2012,"Morogoro Urban District",NA,"GlobalCovenantofMayors2019;Carbonn2019;NAZCA","Sub-Saharan Africa"
"Moron","ARG","City","Argentina",NA,3,-34.65,-58.6167,92725,NA,"Buenos Aires",NA,"NAZCA2020;;DDLNetZeroDB2020;;RacetoZero2020;NAZCA2020","Latin America and Caribbean"
"Moron de la Frontera","ESP","City","Spain","431.94",3,37.12222,-5.45167,27844,2018,"Seville","Moron de la Frontera","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Moroni","COM","City","Comoros","30",3,-11.7172,43.2473,40050,2003,"Ngazidja","Grande Comore","CDPCities2018;GlobalCovenantofMayors2019;NAZCA","Sub-Saharan Africa"
"Morozzo","ITA","City","Italy","22.19",2,44.417,7.717,2040,2017,"Cuneo","Piedmont","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Morristown, NJ","USA","City","United States of America","7.58608071",2,40.796562,-74.477318,19016,NA,"New Jersey","Morris County, NJ","ClimateMayors2019","North America"
"Morro Bay, CA","USA","City","United States of America","13.726947",1,35.379167,-120.853333,10648,2010,"California","San Luis Obispo County, CA","ClimateMayors2019","North America"
"Morro D'Alba","ITA","City","Italy","19.46",2,43.6010966,13.2138462,1950,NA,"Ancona",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Morro d'Oro","ITA","City","Italy","28.73",2,42.6637438,13.9194967,3651,2007,"Province of Teramo","Teramo","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Morrone del Sannio","ITA","City","Italy","45.84",2,41.711532,14.779831,627,NA,"Molise","Campobasso","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Morrovalle","ITA","City","Italy","42.58",3,43.317,13.583,10235,2017,"Macerata","Macerata","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Morshyn","UKR","City","Ukraine","NaN",3,49.15,23.86666667,5992,2013,"Lviv Oblast",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Eastern Europe and Central Asia"
"Mortara","ITA","City","Italy","51.97",2,45.25,8.75,15495,NA,"Pavia",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Mortsel","BEL","City","Belgium","7.78",3,51.1741789,4.4593335,25242,NA,"Antwerp Province","Antwerp","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Morungaba","BRA","City","Brazil","1521.11",NA,-23.55,-46.633,12325232,2020,"Sao Paulo","Sao Paulo","CDPCities2020","Latin America and Caribbean"
"Moruzzo","ITA","City","Italy","17.78",3,46.1202406,13.123152,2391,NA,"Udine",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Mos","ESP","City","Spain",NA,3,42.217,-8.6,15142,2018,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Moschato - Tavros","GRC","City","Greece","4.45",2,37.95795595,23.68794374,40000,2011,"Attica","South Athens","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Mosciano Sant'Angelo","ITA","City","Italy","48",2,42.75,13.883,8728,2007,"Teramo","Teramo","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Moscow","RUS","City","Russia","2511",3,55.7506828,37.6174976,12197596,2018,NA,"Central","CDPCities2022;;C40Cities2022;;GCoM2022","Eastern Europe and Central Asia"
"Moscow, ID","USA","City","United States of America","17.7673314",1,46.73333333,-117,23800,2010,"Idaho","Latah County, ID","Carbonn2019","North America"
"Moscufo","ITA","City","Italy","20.26",2,42.43333333,14.05,3274,NA,"Pescara",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Moseushi","JPN","City","Japan",NA,NA,43.7,141.9667,3000,NA,"Hokkaido Prefecture",NA,NA,"East Asia and the Pacific"
"Moshi","TZA","City","Tanzania","63",1,-3.334883333,37.34038056,184292,NA,"Kilimanjaro",NA,"Carbonn2019","Sub-Saharan Africa"
"Mosier, OR","USA","City","United States of America","1.2172953",2,45.683611,-121.396389,451,2010,"Oregon","Wasco County, OR","CDPCities2022;;Race to Zero","North America"
"Mosnita Noua","ROU","City","Romania",NA,2,45.71666667,21.33333333,4298,2002,"Timis County",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Mosquera","COL","City","Colombia","107",1,4.70778,-74.23278,770,2015,"Western Savanna Province",NA,"CDPCities2022","Latin America and Caribbean"
"Mossa","ITA","City","Italy","6.21",2,45.93333333,13.55,1619,NA,"Gorizia",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Mossano","ITA","City","Italy","13",2,45.419565,11.5545355,1791,2007,"Venice","Vicenza","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Mosta","MLT","City","Malta","6.8",2,35.91415,14.422843,19018,2018,"Northern Region","Northern","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Mostar","BIH","City","Bosnia and Herzegovina","1175",2,43.3376485,17.8106844,113169,NA,"Herzegovina-Neretva Canton","Herzegovina","GCoMEuropeanCommission2021;;GCoM2022","Eastern Europe and Central Asia"
"Mostoles","ESP","City","Spain","45.36",2,40.33333,-3.86667,207095,2018,"Madrid","Community of Madrid","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Mostyska","UKR","City","Ukraine",NA,1,49.79417,23.1525,9188,2021,"Lviv Oblast","Yavoriv Raion","EUCovenantofMayors2022","Eastern Europe and Central Asia"
"Motca","ROU","City","Romania",NA,2,47.238175,26.604171,5450,2002,"Iasi County",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Motomiya","JPN","City","Japan",NA,NA,37.51319,140.3938,31000,NA,"Fukushima Prefecture",NA,NA,"East Asia and the Pacific"
"Motoyama","JPN","City","Japan",NA,NA,35.16403,136.9636,3000,NA,"Kochi Prefecture",NA,NA,"East Asia and the Pacific"
"Motril","ESP","City","Spain","109.77",2,36.75,-3.516666667,60000,2018,"Granada","Costa Tropical","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Motta Baluffi","ITA","City","Italy","16.47",2,45.0550973,10.2592469,987,NA,"Cremona",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Motta Camastra","ITA","City","Italy","25.3",2,37.9,15.167,888,2011,NA,"Messina","GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Motta D'Affermo","ITA","City","Italy","14.58",3,37.9811734,14.3020605,850,2011,"Sicily","Messina","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Motta di Livenza","ITA","City","Italy","37.78",2,45.77972,12.60861,10816,2017,"Treviso","Treviso","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Motta Montecorvino","ITA","City","Italy","19.94",2,41.50743,15.114141,821,NA,"Apulia","Foggia","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Motta San Giovanni","ITA","City","Italy","46.48",2,38.003165,15.695096,6334,NA,"Calabria","Reggio Calabria","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Motta Sant'Anastasia","ITA","City","Italy","35.7",3,37.5,14.967,12221,2016,"Sicily","Catania","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Motta Santa Lucia","ITA","City","Italy","26.3",2,39.1,16.3,878,NA,"Calabria","Catanzaro","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Motta Visconti","ITA","City","Italy","10.51",2,45.28333333,9,6242,NA,"Lombardy","Milan","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Motteggiana","ITA","City","Italy","24.79",2,45.0349397,10.7640229,2589,NA,"Mantua",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Moudros (Aegean Islands)","GRC","City","Greece","20.28",2,39.87472365,25.26969985,4842,NA,"North Aegean","Lemnos","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Moukhtara","LBN","City","Lebanon",NA,2,33.658863,35.613877,950,NA,NA,NA,"GCoMEuropeanCommission2021;;GCoM2022","Middle East and North Africa"
"Mount Barker","AUS","City","Australia",NA,2,-35.06666667,138.85,33117,2016,"South Australia",NA,"CDPCities2022;;GCoM2022","East Asia and the Pacific"
"Mount Pocono, PA","USA","City","United States of America","8.9354655",1,41.123056,-75.359444,3052,NA,"Pennsylvania","Monroe County, PA","ClimateMayors2019","North America"
"Mount Rainier, MD","USA","City","United States of America",NA,1,38.94166667,-76.96361111,8147,NA,"Maryland","Prince George's County, MD","WeAreStillIn2019","North America"
"Mount Vernon, NY","USA","City","United States of America",NA,1,40.91416667,-73.83055556,68334,NA,"New York State","Westchester County, NY","WeAreStillIn2019","North America"
"Mountain View, CA","USA","City","United States of America","31.06693005",2,37.38944444,-122.0819444,77846,2010,"California","Santa Clara County, CA","ClimateMayors2019;;WeAreStillIn2019","North America"
"Moura","PRT","City","Portugal","958.5",2,38.1458689,-7.366818638,16411,2011,"Alentejo","Beja","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Mourao","PRT","City","Portugal","278.63",2,38.333,-7.367,2663,2011,NA,"Evora","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Mouscron","BEL","City","Belgium","40.08",3,50.73333333,3.216666667,56435,NA,"Hainaut",NA,"EUCovenantofMayors2022;;GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Moutnice","CZE","City","Czech Republic","7.09",1,49.04917,16.7375,1169,2021,NA,"Brno-Country","EUCovenantofMayors2022","Europe"
"Movileni","ROU","City","Romania",NA,2,45.766317,27.37342,3215,2007,"Olt County","Galati","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Moya","ESP","City","Spain","110.75",2,39.95,-1.267,7810,2018,"Cuenca","Santa Cruz de Moya","GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Moyuela","ESP","City","Spain","42",2,41.13333333,-0.916666667,258,2018,"Aragon","Zaragoza","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Mozota","ESP","City","Spain","8.68",2,41.48333333,-1.066666667,113,2018,"Aragon",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Mozzagrogna","ITA","City","Italy","14.1",2,42.2127555,14.444745,2259,NA,"Abruzzo","Chieti","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Mozzanica","ITA","City","Italy","9.46",2,45.476076,9.689258,4615,NA,"Lombardy","Bergamo","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Mozzecane","ITA","City","Italy","24.85",2,45.3,10.81666667,7209,NA,"Verona",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Mozzo","ITA","City","Italy","3.64",3,45.69868,9.608652,7507,NA,"Bergamo",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Mpwapwa","TZA","City","Tanzania","7455",1,-6.348333333,36.48666667,305056,2012,"Mpwapwa District",NA,"Carbonn2019","Sub-Saharan Africa"
"Mscislau","BLR","City","Belarus",NA,3,54.01666667,31.71666667,10804,2009,"Mogilev Region","Mstsislaw","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Eastern Europe and Central Asia"
"Msunduzi","ZAF","City","South Africa","634",3,-27.62055556,30.67666667,618536,NA,"KwaZulu-Natal",NA,"Carbonn2019;GlobalCovenantofMayors2019;NAZCA","Sub-Saharan Africa"
