"name","iso","entity_type","country","area","num_commit","lat","lng","population","population_year","state","admin_1","initiatives_committed","region"
"Bujumbura","BDI","City","Burundi","86.52",2,-3.3638124,29.3675028,1e+06,2017,"Bujumbura Mairie",NA,"CDPCities2022;;GCoM2022","Sub-Saharan Africa"
"Bukavu","COD","City","Dem. Rep. Congo","60",2,-2.50316,28.85309,870594,2016,"South Kivu",NA,"GlobalCovenantofMayors2019;NAZCA","Sub-Saharan Africa"
"Bukkabrany","HUN","City","Hungary","18.02",1,47.8884,20.67927,1693,2004,NA,"Borsod-Abauj-Zemplen","EUCovenantofMayors2022","Europe"
"Bukkaranyos","HUN","City","Hungary","26.19",2,47.98549,20.78053,1478,2015,"Borsod-Abauj-Zemplen","Miskolc","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Bukkszentkereszt","HUN","City","Hungary","26.97",2,48.06452,20.6334,1257,2004,"Northern Hungary","Borsod-Abauj-Zemplen","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Bukoba","TZA","City","Tanzania","1653",1,-1.333333333,31.81666667,418493,2012,"Bukoba Urban District",NA,"Carbonn2019","Sub-Saharan Africa"
"Bukombe","TZA","City","Tanzania","8055",1,-3.466667,31.9,224542,NA,"Shinyanga Region",NA,"Carbonn2019","Sub-Saharan Africa"
"Bulawayo","ZWE","City","Zimbabwe","1706.8",2,-20.1560598,28.5887063,653337,2016,"Bulawayo Province",NA,"GlobalCovenantofMayors2019;NAZCA","Sub-Saharan Africa"
"Bulciago","ITA","City","Italy","3.12",2,45.7558556,9.2921306,3034,NA,"Lecco",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Bulgarograsso","ITA","City","Italy","3.77",3,45.747076,9.006438,3921,2018,"Como",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Bullas","ESP","City","Spain","82.2",3,38.05,-1.67,11500,2018,"Murcia","Noroeste","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Bullingen","BEL","City","Belgium","150.49",3,50.4,6.25,5473,2018,"Liege","Verviers","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Bultei","ITA","City","Italy","96.83",2,40.45777778,9.061111111,1057,NA,"Sassari",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Bulzi","ITA","City","Italy","21.67",2,40.85,8.833333333,562,NA,"Sassari",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Bunkyo","JPN","City","Japan",NA,NA,35.71667,139.75,210000,NA,"Tokyo Prefecture",NA,NA,"East Asia and the Pacific"
"BUNOL","ESP","City","Spain","112.4",3,39.41944,-0.79056,9517,2018,"Valencia","Chiva","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Bunyola","ESP","City","Spain","32.7",3,39.69667,2.69972,6714,2018,"Balearic Islands","Majorca","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Buonvicino","ITA","City","Italy","30.6",2,39.6901767,15.8839994,2349,NA,"Calabria","Cosenza","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Burago di Molgora","ITA","City","Italy","3.43",2,45.596476,9.381649,4300,NA,"Monza Brianza","Monza and Brianza","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"BURELA","ESP","City","Spain","8.2",3,43.65,-7.4,9566,2018,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Bureta","ESP","City","Spain","11",2,41.81666667,-1.483333333,272,2018,"Aragon","Zaragoza","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Burgas","BGR","City","Bulgaria","253.644",3,42.4942274,27.4550161,226000,2014,NA,"Lagos","EUCovenantofMayors2019","Europe"
"Burgio","ITA","City","Italy","42.23",3,37.599442,13.29015,2763,NA,"Sicily","Agrigento","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"BURGOHONDO","ESP","City","Spain","55.34",1,40.41361,-4.78639,1196,2018,"Avila","Burgohondo","EUCovenantofMayors2022","Europe"
"Burgos","ESP","City","Spain","107.06",3,42.35,-3.70667,175623,2018,"Burgos","Burgos","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Burgos","ITA","City","Italy","107.08",2,40.3904153,8.9937904,958,2018,"Sardinia","Sassari","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Burguillos","ESP","City","Spain","188",2,37.5858146,-5.9672509,3284,2018,"Seville",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Burjassot","ESP","City","Spain","3.4",3,39.5090599,-0.410858,37546,2018,"Valencia","Horta Nord","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Burlada","ESP","City","Spain","2.12",3,42.81667,-1.6,18934,2018,"Navarre","Navarre","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"BURLADA - VILLAVA","ESP","City","Spain",NA,1,42.783,-1.717,329531,2007,NA,"Navarre","GCoMEuropeanCommission2021","Europe"
"Burlingame, CA","USA","City","United States of America","2.3050911",1,37.583333,-122.363611,30301,2010,"California","San Mateo County, CA","ClimateMayors2022","North America"
"Burlington, ON","CAN","City","Canada","185.66",3,43.37,-79.81417,183314,2016,"Ontario","Halton","CDPCities2022;;GCoM2022;;Race to Zero","North America"
"Burlington, VT","USA","City","United States of America","34.74471585",3,44.475833,-73.211944,42239,2015,"Vermont","New England","CDPCities2022;;ClimateMayors2022;;GCoM2022","North America"
"Burns Lake, BC","CAN","City","Canada","6.59",1,54.22916667,-125.7625,2029,2016,"British Columbia","Regional District of Bulkley-Nechako","Carbonn2019","North America"
"Burnsville, MN","USA","City","United States of America","69.75",2,44.76777778,-93.2775,61434,2010,"Minnesota","Dakota County, MN","ClimateMayors2019","North America"
"Burriana","ESP","City","Spain","47.2",2,39.88944444,-0.0925,34000,2018,"CastellA3n","Plana Baixa","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Bursa","TUR","City","Turkey","1036",3,40.18333333,29.05,2842547,2015,NA,"Turkey","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Eastern Europe and Central Asia"
"Burshtyn","UKR","City","Ukraine","NaN",3,49.25833333,24.62777778,15586,2016,"Ivano-Frankivsk Oblast",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Eastern Europe and Central Asia"
"Bury","GBR","City","United Kingdom","99.46",3,53.593,-2.298,190990,2019,"North West of England","Cambridgeshire","c40_s_deadline_2020;;DDLNetZeroDB2020;;RacetoZero","Europe"
"Busachi","ITA","City","Italy","59.03",2,40.033,8.9,1415,2017,"Oristano","Oristano","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Busan","KOR","City","South Korea","770.04",2,35.167,129.067,3411829,2020,NA,"Yeongnam","CDPCities2022;;Race to Zero","East Asia and the Pacific"
"Busana","ITA","City","Italy","30.41",2,44.36666667,10.31666667,1270,NA,"Reggio Emilia",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Busana, Collagna, Ligonchio, Ramiseto","ITA","City","Italy","69.82",1,44.35,10.267,942,2015,"Reggio Emilia","Emilia-Romagna","GCoMEuropeanCommission2021","Europe"
"Busbanza","COL","City","Colombia","22.5",2,5.817,-72.867,51,2015,NA,"Tundama Province","CDPCities2022;;GCoM2022","Latin America and Caribbean"
"Busca","ITA","City","Italy","65.85",2,44.51666667,7.466666667,10220,NA,"Cuneo",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Buscate","ITA","City","Italy","7.83",2,45.545969,8.812037,4746,NA,"Milan",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Buscemi","ITA","City","Italy","52",3,37.083,14.883,1025,NA,"Syracuse","Syracuse","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Buseto Palizzolo","ITA","City","Italy","72.81",3,38.025945,12.717433,3065,NA,"Sicily","Trapani","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Busila","MDA","City","Moldova",NA,3,47.38904,27.80515,2000,2014,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Eastern Europe and Central Asia"
"Bussento Lambro e Mingardo","ITA","City","Italy","NaN",1,40.1313158,15.4691412,25511,NA,"Campania",NA,"GCoMEuropeanCommission2021","Europe"
"Bussero","ITA","City","Italy","4.59",2,45.53333333,9.366666667,8493,NA,"Lombardy","Milan","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Busseto","ITA","City","Italy","76.59",3,44.98333333,10.05,7095,NA,"Parma",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Bussi sul Tirino","ITA","City","Italy","25.91",3,42.2,13.81666667,2718,2017,"Pescara",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Busso","ITA","City","Italy","23.81",2,41.5562506,14.5585312,1333,NA,"Campobasso",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Bussolengo","ITA","City","Italy","24.23",2,45.4741307,10.8462482,20028,NA,"Verona",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Bussoleno","ITA","City","Italy","37.07",2,45.1392706,7.1477166,6313,NA,"Piedmont","Turin","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Busto Arsizio","ITA","City","Italy","30.66",2,45.6119057,8.8520522,82460,NA,"Varese",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Busto Garolfo","ITA","City","Italy","12.99",3,45.54767,8.885639,13494,NA,"Lombardy","Milan","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Butera","ITA","City","Italy","298.55",3,37.191646,14.182458,4980,NA,"Caltanissetta",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Butgenbach","BEL","City","Belgium","97.31",3,50.433,6.2,5605,2018,"Liege","Verviers","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Buttigliera Alta","ITA","City","Italy","8.1",2,45.06666667,7.416666667,6537,NA,"Piedmont","Turin","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Buttrio","ITA","City","Italy","17.78",3,46.010421,13.333831,4074,NA,"Udine","Friuli-Venezia Giulia","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Buyengero","BDI","City","Burundi",NA,2,-3.819825,29.54412,72681,NA,"Rumonge",NA,"GlobalCovenantofMayors2019;NAZCA","Sub-Saharan Africa"
"Buyukcekmece","TUR","City","Turkey","2576.85",2,41.01361,28.955,201077,2012,"Istanbul","Marmara","EUCovenantofMayors2022;;Race to Zero","Eastern Europe and Central Asia"
"Buzau","ROU","City","Romania","81.3",4,45.1490064,26.8306557,115494,2011,"Buzau County",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022;;Race to Zero","Europe"
"Buzet","HRV","City","Croatia","169.04",3,45.41666667,13.96666667,6105,2011,"Istria County","Istria","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Eastern Europe and Central Asia"
"Buzim","BIH","City","Bosnia and Herzegovina","129",2,45.05,16.033,19340,2013,NA,"Bosanska Krajina","EUCovenantofMayors2022;;GCoM2022","Eastern Europe and Central Asia"
"Bychau","BLR","City","Belarus","NaN",2,53.515115,30.237708,29753,2018,"Mogilev Region",NA,"GCoMHarmonized2021;;GCoM2022","Eastern Europe and Central Asia"
"Bydgoszcz","POL","City","Poland","175.98",3,53.11666667,18,363020,2018,"Kuyavia-Pomerania",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Bykhov","BLR","City","Belarus",NA,2,53.517,30.25,29753,NA,NA,"Mogilev Region","GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Eastern Europe and Central Asia"
"Byron","GRC","City","Greece","9",2,37.959333,23.751301,61308,NA,"Attica","Central Athens","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Byron Shire","AUS","City","Australia","556",4,-28.55,153.5,32723,2011,"New South Wales",NA,"CDPCities2022;;GCoM2022;;DivestInvest;;Race to Zero","East Asia and the Pacific"
"Ca' d'Andrea","ITA","City","Italy","17.11",2,45.11666667,10.26666667,467,NA,"Lombardy","Cremona","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Caa Yari","ARG","City","Argentina",NA,3,-27.4848,-55.299,135,2001,"Corrientes","Paso de los Libres","NAZCA2020;;DDLNetZeroDB2020;;RacetoZero2020;NAZCA2020","Latin America and Caribbean"
"Cabaces","ESP","City","Spain","31.3",2,41.247,0.733,305,2018,"Tarragona","Priorat","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"CABANA DE BERGANTINOS","ESP","City","Spain",NA,1,43.21917,-8.98,4185,2021,NA,NA,"EUCovenantofMayors2022","Europe"
"Cabanas De Ebro","ESP","City","Spain","9",2,41.79395,-1.1635,553,2018,"Aragon","Cabanas de Ebro","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Cabanes","ESP","City","Spain","131.6",2,40.15583333,0.0453,963,2018,"CastellA3n",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Cabanillas","ESP","City","Spain",NA,2,42.03139,-1.52694,1400,NA,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Cabeceiras de Basto","PRT","City","Portugal","241.82",2,41.5136392,-7.9878131,17000,2011,"Norte","Braga","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Cabeza del Buey","ESP","City","Spain","475.06",2,38.722634,-5.218838,5315,2018,"Badajoz","La Serena","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Cabeza la Vaca","ESP","City","Spain","64",2,38.083,-6.417,1620,2006,"Badajoz","Cabeza la Vaca","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Cabezas Rubias","ESP","City","Spain","109",2,37.71666667,-7.083333333,865,2018,"Huelva",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Cabiate","ITA","City","Italy","3.18",2,45.674176,9.173743,7526,NA,"Como",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Cabra","ESP","City","Spain","228.07",2,37.4718153,-4.4335615,19523,2018,"CA3rdoba","SubbA(c)tica cordobesa","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Cabra del Camp","ESP","City","Spain","27.03",2,41.39722,1.27778,1141,2018,"Tarragona","Tarragona","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Cabra del Santo Cristo","ESP","City","Spain","186",3,37.703349,-3.287288,2027,2018,"JaA(c)n","Cabra del Santo Cristo","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Cabrera d'Anoia","ESP","City","Spain","17",3,41.47944,1.70472,1376,2018,"Barcelona","Barcelona","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Cabrera de Mar","ESP","City","Spain","9",2,41.52806,2.39611,4664,2018,"Barcelona","Barcelona","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Cabreuva","BRA","City","Brazil","260.23",NA,-23.3075,-47.13306,50429,2020,"Sao Paulo","Sorocaba","CDPCities2020","Latin America and Caribbean"
"Cabrils","ESP","City","Spain","7",2,41.5262354,2.3676258,6964,2018,"Barcelona Province","Maresme","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Caccamo","ITA","City","Italy","188.23",3,37.9315338,13.6634017,8650,NA,"Palermo",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Caccuri","ITA","City","Italy","61.38",2,39.23333333,16.78333333,1730,NA,"Crotone",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Caceres","BRA","City","Brazil",NA,2,-16.07437,-57.65726,91271,2018,"Mato Grosso",NA,"CDPCities2020;GCoM2021","Latin America and Caribbean"
"Cadaval","PRT","City","Portugal","174.89",2,39.240659,-9.103251,14525,2011,"Lisbon",NA,"GlobalCovenantofMayors2019;NAZCA","Europe"
"Cadelbosco di Sopra","ITA","City","Italy","44",3,44.767,10.6,10779,2019,"Reggio Emilia","Reggio Emilia","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Cadeo","ITA","City","Italy","38.48",2,44.96666667,9.833333333,6226,NA,"Piacenza",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Caderzone Terme","ITA","City","Italy","18.61",2,46.130202,10.75747,668,NA,"Trento","Trentino","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Cadiar","ESP","City","Spain","69",1,36.933,-3.15,978,2018,"Granada","Alpujarra de la Sierra","EUCovenantofMayors2022","Europe"
"Cadiz","ESP","City","Spain","12.1",4,36.535,-6.2975,116979,2018,"Cadiz","Andalusia","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022;;Race to Zero","Europe"
"Cadoneghe","ITA","City","Italy","12.93",3,45.45,11.93333333,16320,NA,"Padua",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Cadorago","ITA","City","Italy","7.19",2,45.7244896,9.0380604,7812,NA,"Como",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Cadrezzate","ITA","City","Italy","4.73",2,45.8,8.65,1779,NA,"Varese",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Caen","FRA","City","France",NA,2,49.18286,-0.37068,112478,NA,"Normandy",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Caerano Di San Marco","ITA","City","Italy","12.09",2,45.7859102,12.0010378,8050,NA,"Venice","Treviso","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Cagayan de Oro","PHL","City","Philippines","412.8",3,8.48,124.65,675950,2015,"Misamis Oriental","Misamis Oriental","CDPCities2022;;GCoM2022;;Clean Air Initiative","East Asia and the Pacific"
"Cagli","ITA","City","Italy","226",3,43.55,12.65,9053,2009,"Pesaro e Urbino","Pesaro e Urbino","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Cagliari","ITA","City","Italy","85.01",3,39.22038815,9.107905663,157000,NA,"Sardinia",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Cagnano Amiterno","ITA","City","Italy","61.32",2,42.4549996,13.2322183,1439,NA,"Province of L'Aquila","L'Aquila","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Cagno'","ITA","City","Italy","3.53",3,45.8110987,8.91794,370,NA,"Como",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Cahul","MDA","City","Moldova","33.91",1,45.91667,28.18361,30018,2014,NA,"Cahul District","EUCovenantofMayors2022","Eastern Europe and Central Asia"
"Caianello","ITA","City","Italy","15.68",2,41.297937,14.088517,1788,NA,"Caserta",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Caiazzo","ITA","City","Italy","37.04",2,41.178408,14.364699,6000,NA,"Caserta",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Caieiras","BRA","City","Brazil","97.64",1,-23.3612,-46.7402,100129,2018,"SAPSo Paulo State","SAPSo Paulo","CDPCities2022","Latin America and Caribbean"
"Caino","ITA","City","Italy","17.31",3,45.61666667,10.31666667,2082,NA,"Brescia",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Caiolo","ITA","City","Italy","32.97",2,46.149994,9.814548,1076,NA,"Sondrio",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Cairo Montenotte","ITA","City","Italy","100.4",3,44.3992684,8.2745606,13618,NA,"Savona",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Cajamar","BRA","City","Brazil","131.39",1,-23.3646,-46.8725,73921,2016,"Sao Paulo State","Sao Paulo","CDPCities2018","Latin America and Caribbean"
"Cajamarca","COL","City","Colombia","520",NA,4.417,-75.5,17309,NA,NA,"Colombia","CDPCities2020;GCoM2021","Latin America and Caribbean"
"Cajar","ESP","City","Spain","90.13",2,37.13194,-3.53889,5070,2018,"Granada","Monachil","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Cajetina","SRB","City","Serbia","39.32",1,43.75,19.717,3342,2011,NA,"Zlatibor","EUCovenantofMayors2022","Eastern Europe and Central Asia"
"Cajnice","BIH","City","Bosnia and Herzegovina","NaN",3,43.5568196,19.0715447,4500,NA,"Republika Srpska",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Eastern Europe and Central Asia"
"Cakovec","HRV","City","Croatia","72.8",3,46.3877682,16.4346876,27104,2011,"Medimurje",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Eastern Europe and Central Asia"
"Cala","ESP","City","Spain","83.94",2,50.94805556,1.856388889,1310,NA,"Baleares",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Calaf","ESP","City","Spain","9.2",3,41.7323852,1.5150275,3522,2018,"Barcelona Province","Anoia","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Calamonaci","ITA","City","Italy","32.89",3,37.52614,13.289851,1343,NA,"Agrigento",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Calamonte","ESP","City","Spain","8",2,38.887627,-6.385112,6308,2018,"Badajoz",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Calanas","ESP","City","Spain","237.83",2,37.65,-6.883,4077,2018,"Granada","Andalusia","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Calangianus","ITA","City","Italy","126.35",2,40.91666667,9.2,4267,NA,"Sardinia","Sassari","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Calanna","ITA","City","Italy","10.97",2,38.183669,15.723094,950,NA,"Calabria","Reggio Calabria","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Calarasi","ROU","City","Romania","35",2,44.1961646,27.3313233,73908,2011,"Judetul Calarasi","Calarasi","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Calarasi","MDA","City","Moldova",NA,3,47.251223,28.318783,16100,2014,"Calarasi District","Calarasi","EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021","Eastern Europe and Central Asia"
"Calarasi Rayon","MDA","City","Moldova",NA,2,47.25158,28.32043,64401,NA,NA,NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Eastern Europe and Central Asia"
"Calascibetta","ITA","City","Italy","89.12",3,37.58333333,14.26666667,4585,NA,"Enna",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Calascio","ITA","City","Italy","39.44",2,42.3275,13.69805556,127,NA,"Province of L'Aquila","L'Aquila","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Calasparra","ESP","City","Spain","184.9",3,38.2310969,-1.6977314,10660,NA,"Murcia","Noroeste","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Calatabiano","ITA","City","Italy","26.42",2,37.817,15.233,5268,NA,NA,"Catania","GCoMEuropeanCommission2021;;EUCovenantofMayors2022","Europe"
"Calatafimi","ITA","City","Italy","154.86",3,37.9,12.85,6906,NA,"Trapani",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Calatayud","ESP","City","Spain","154",2,41.35,-1.633333333,20837,2018,"Zaragoza","Comunidad de Calatayud","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Calatorao","ESP","City","Spain","48",2,41.5222363,-1.346444,3054,2018,"Zaragoza",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Calavino","ITA","City","Italy","12.8",2,46.05,10.983,1515,2004,"Trentino","Trentino","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Calbayog","PHL","City","Philippines","880.74",3,12.06666667,124.6,183851,NA,"Samar",NA,"Carbonn2019;GlobalCovenantofMayors2019;NAZCA","East Asia and the Pacific"
"Calcena","ESP","City","Spain","64",2,41.6553877,-1.7180906,75,2018,"Aragon","Zaragoza","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Calceranica Al Lago","ITA","City","Italy","3.39",2,46.004241,11.242883,1330,NA,"Trento","Trentino","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Calciano","ITA","City","Italy","49.69",2,40.58333333,16.2,807,NA,"Basilicata","Matera","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Calcinate","ITA","City","Italy","15.08",2,45.62028,9.799258,4665,NA,"Bergamo",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Calcio","ITA","City","Italy","15.67",2,45.5,9.833333333,5410,NA,"Bergamo",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Calco","ITA","City","Italy","4.59",2,45.71666667,9.416666667,4039,NA,"Lecco",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Caldarola","ITA","City","Italy","29.1",2,43.133,13.233,1886,2009,"Macerata","Macerata","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Caldas","COL","City","Colombia","7888",3,6.09,-75.63663,77847,2013,"Andean Region",NA,"GlobalCovenantofMayors2019;Carbonn2019;NAZCA","Latin America and Caribbean"
"Caldas da Rainha","PRT","City","Portugal","255.69",3,39.40722222,-9.135833333,51729,2011,"Centro","Leiria","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"CALDAS DE REIS","ESP","City","Spain","68.16",3,42.60278,-8.63833,9860,2018,"Pontevedra","Pontevedra","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Calderara di Reno","ITA","City","Italy","40.75",3,44.56666667,11.26666667,13322,2017,"Bologna",NA,"GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Calderdale","GBR","City","United Kingdom",NA,NA,NA,NA,200100,2001,"Yorkshire and the Humer","West Yorkshire",NA,"Europe"
"Caldes d'Estrac","ESP","City","Spain","0.9",2,41.57194,2.52861,2859,2018,"Barcelona","Barcelona","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Caldes de Malavella","ESP","City","Spain","57.3",2,41.83944,2.81056,7458,2018,"Girona","Girona","GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Caldes de Montbui","ESP","City","Spain","37.4",3,41.62917,2.16944,17449,2018,"Barcelona","Barcelona","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Caldogno","ITA","City","Italy","15.88",2,45.6118362,11.5075805,11189,NA,"Vicenza",NA,"GCoMEuropeanCommission2021;;GCoM2022","Europe"
"Caledon, ON","CAN","City","Canada","688.15",3,43.836337,-79.874484,59460,2016,"Ontario","Peel Region, ON","Carbonn2019","North America"
"Calella","ESP","City","Spain","8",3,41.61277778,2.6575,18627,2018,"Barcelona Province","Maresme","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Calendasco","ITA","City","Italy","37.3",3,45.083,9.6,2412,2007,"Piacenza","Emilia-Romagna","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
"Calenzano","ITA","City","Italy","76.97",3,43.896304,11.195717,17914,NA,"Tuscany","Florence","GCoMEuropeanCommission2021;;EUCovenantofMayors2022;;GCoM2022","Europe"
