name,iso,entity_type,country,area,initiatives_committed,num_commit,lat,lng,population,population_year,state,admin_1,region
Battipaglia e Montecorvino Pugliano,ITA,City,Italy,42.16,NA,NA,40.695917,14.975444,12677,2017,Salerno,Salerno,NA
Bayindir,TUR,City,Turkey,540.22,NA,NA,38.21917,27.648059999999997,21785,2012,İzmir,İzmir,NA
BAZTAN,ESP,City,Spain,376.81,NA,NA,43.12,1.28,7749,2018,Navarre,Navarre,NA
Baños de la Encina,ESP,City,Spain,392,NA,NA,38.167,-3.767,2611,2018,Jaén,Jaén,NA
BAÑOS DE MOLGAS,ESP,City,Spain,67.6,NA,NA,42.24111,-7.67278,1547,2018,Ourense,Ourense,NA
Baños de Montemayor,ESP,City,Spain,21,NA,NA,40.318059999999996,-5.8575,776,2018,Cáceres,Baños de Montemayor,NA
BCP Council,GBR,City,United Kingdom,110,NA,NA,51.45,-2.583,463400,2017,NA,South West,NA
Beas de Granada,ESP,City,Spain,23.2,NA,NA,37.217,-3.483,985,2018,Granada,Granada,NA
Beas de Guadix,ESP,City,Spain,16.24,NA,NA,37.283,-3.2,340,2018,Córdoba,Córdoba,NA
Beas de Segura,ESP,City,Spain,155,NA,NA,38.25,-2.883,5191,2018,Jaén,Beas de Segura,NA
Beauraing,BEL,City,Belgium,174.55,NA,NA,50.10917,4.9567,9160,NA,Namur,Dinant,NA
Bedmar y Garcíez,ESP,City,Spain,119,NA,NA,37.817,-3.4,2682,2018,Jaén,Bedmar y Garcíez,NA
Belfaâ,MAR,City,Morocco,NA,NA,NA,30.031389,-9.554167,22406,2004,Souss-Massa-Drâa,Chtouka-Aït Baha Province,NA
Belgrade,SRB,City,Serbia,359.9,NA,NA,44.817,20.467,1166763,2011,Belgrade,Belgrade,NA
Bellaguarda,ESP,City,Spain,17.1,NA,NA,41.33944,0.7369399999999999,301,2018,Lleida,Lleida,NA
Bellcaire d'Empordà,ESP,City,Spain,12.6,NA,NA,42.08083,3.09611,671,2018,Girona,Girona,NA
Bellcaire d'Urgell,ESP,City,Spain,31.4,NA,NA,41.761109999999995,0.90556,1252,2018,Lleida,Lleida,NA
Bellizzi,ITA,City,Italy,30.55,NA,NA,40.91667,14.788889999999999,54515,2017,Avellino,Avellino,NA
Bellosguardo,ITA,City,Italy,16.75,NA,NA,40.4227361,15.3130417,778,2017,Salerno,Salerno,NA
Bellver de Cerdanya,ESP,City,Spain,98.2,NA,NA,42.3725,1.77722,1979,2018,Lleida,Lleida,NA
Belmonte del Sannio,ITA,City,Italy,20.32,NA,NA,41.817,14.417,735,2017,Isernia,Isernia,NA
Benalúa de Guadix,ESP,City,Spain,1694,NA,NA,37.2675,-3.16167,42791,2012,Granada,Granada,NA
Benavent de Segrià,ESP,City,Spain,7.4,NA,NA,41.69583,0.6330600000000001,1468,2018,Lleida,Lleida,NA
"Bend, OR",USA,City,United States of America,33.32,NA,NA,44.05,-121.3,76639,2010,Oregon,Deschutes,NA
BENEIXIDA,ESP,City,Spain,3.2,NA,NA,39.075,-0.55167,648,2018,Valencia,Alzira,NA
Benifairo de la Valldigna,ESP,City,Spain,20.2,NA,NA,39.053329999999995,-0.30306,1580,2018,Valencia,Sueca,NA
Berbenno di Valtellina,ITA,City,Italy,35.7,NA,NA,46.167,9.75,4226,2004,Province of Sondrio,Province of Sondrio,NA
Beregazzo con Figliaro,ITA,City,Italy,3.8,NA,NA,45.78139,8.943610000000001,2387,2004,Province of Como,Province of Como,NA
Berlare,BEL,City,Belgium,37.82,NA,NA,51.025,4.0025,14849,NA,East Flanders,Dendermonde,NA
Bernissart,BEL,City,Belgium,43.42,NA,NA,50.483000000000004,3.65,11868,NA,Hainaut,Ath,NA
Bernuy de Porreros,ESP,City,Spain,9.27,NA,NA,40.99972,-4.11667,760,2018,Segovia,Bernuy de Porreros,NA
BERTRIX,BEL,City,Belgium,137.7,NA,NA,49.85417,5.2533,8763,NA,Luxembourg,Neufchâteau,NA
Besana in Brianza,ITA,City,Italy,15.77,NA,NA,45.7,9.283,15537,2017,Monza and Brianza,Monza and Brianza,NA
Beteitiva,COL,City,Colombia,123,NA,NA,5.917000000000001,-72.817,17,2015,NA,Valderrama Province,NA
Bethlehem,PSE,City,Palestine,10611,NA,NA,31.703059999999997,35.19556,2700,2017,Bethlehem,Bethlehem,NA
Bigues i Riells,ESP,City,Spain,28.6,NA,NA,41.675476,2.221298,9003,2018,Barcelona,Barcelona,NA
Bijelo Polje,MNE,City,Montenegro,924,NA,NA,43.04,19.75,12900,2011,NA,Bijelo Polje Municipality,NA
Bikal,HUN,City,Hungary,17.03,NA,NA,46.33188,18.28575,854,2004,Baranya,Baranya,NA
BIONE,ITA,City,Italy,17,NA,NA,45.667,10.333,1483,2011,Province of Brescia,Province of Brescia,NA
Birori,ITA,City,Italy,17.4,NA,NA,40.25444,8.81528,586,2004,Province of Nuoro,Province of Nuoro,NA
Boadella i les Escaules,ESP,City,Spain,10.8,NA,NA,42.33139,2.8569400000000003,269,2018,Girona,Girona,NA
Bodajk,HUN,City,Hungary,28.99,NA,NA,47.3243,18.23179,4066,2015,Fejér,Mór,NA
BODRUM - MUĞLA,TUR,City,Turkey,656.06,NA,NA,37.03333,27.433329999999998,36401,2013,Muğla,Muğla,NA
Bodø,NOR,City,Norway,1395.27,NA,NA,67.2827,14.3751,52357,2020,Nordland,Bodø,NA
Boffalora d'Adda,ITA,City,Italy,8.13,NA,NA,45.35,9.482999999999999,1734,2017,Lodi,Lodi,NA
Bokod,HUN,City,Hungary,29.92,NA,NA,47.49261,18.24814,2276,2004,Komárom-Esztergom,Komárom-Esztergom,NA
Bollullos del Condado,ESP,City,Spain,50,NA,NA,37.33583,-6.53639,14114,2018,Huelva,Bollullos Par del Condado,NA
Bolotana,ITA,City,Italy,108.44,NA,NA,40.32833,8.95917,2608,2017,Nuoro,Nuoro,NA
Bolu,TUR,City,Turkey,1524.37,NA,NA,40.73472,31.6075,131264,2012,Bolu,Bolu,NA
Bombarral,PRT,City,Portugal,91.29,NA,NA,39.26806,-9.15528,13193,2011,Centro,Leiria,NA
Bonastre,ESP,City,Spain,25,NA,NA,41.221000000000004,1.44,687,2018,Tarragona,Tarragona,NA
Bonea,ITA,City,Italy,11.46,NA,NA,41.067,14.617,1366,2020,Benevento,Benevento,NA
Bonrepòs i Mirambell,ESP,City,Spain,1.05,NA,NA,39.520559999999996,-0.365,3645,2018,Valencia,Moncada,NA
Borca di Cadore,ITA,City,Italy,26,NA,NA,46.433,12.217,774,2007,Belluno,Belluno,NA
Borghetto di Vara,ITA,City,Italy,27.3,NA,NA,44.217,9.717,937,2015,Province of La Spezia,Province of La Spezia,NA
Borgo di Terzo,ITA,City,Italy,1,NA,NA,45.717,9.9,1125,2011,Bergamo,Bergamo,NA
Borgo Tossignano,ITA,City,Italy,29.1,NA,NA,44.283,11.583,3272,2017,NA,Bologna,NA
Borgofranco d'Ivrea,ITA,City,Italy,13.42,NA,NA,45.516999999999996,7.867000000000001,3740,NA,NA,Turin,NA
Borgofranco sul po',ITA,City,Italy,15.07,NA,NA,45.033,11.2,761,NA,Mantua,Mantua,NA
Bormida delle Alpi,ITA,City,Italy,7.7,NA,NA,44.567,8.15,210,2010,Cuneo,Cuneo,NA
Boroneddu,ITA,City,Italy,4.6,NA,NA,40.117,8.867,179,2004,Province of Oristano,Province of Oristano,NA
Borore,ITA,City,Italy,42.8,NA,NA,40.217,8.783,2222,NA,Nuoro,Nuoro,NA
BORSO DEL GRAPPA,ITA,City,Italy,33,NA,NA,45.817,11.8,5936,2017,Treviso,Treviso,NA
Borsod-Abaúj-Zemplén megye,HUN,City,Hungary,236.68,NA,NA,48.10417,20.79167,157177,2017,Borsod-Abaúj-Zemplén,Miskolc,NA
Bortigali,ITA,City,Italy,67.4,NA,NA,40.283,8.833,1502,2004,Province of Nuoro,Province of Nuoro,NA
Borzavár,HUN,City,Hungary,13,NA,NA,47.29246,17.833560000000002,743,2008,Veszprém,Veszprém,NA
Bosanska Krupa,BIH,City,Bosnia and Herzegovina,561,NA,NA,44.883,16.15,29659,2013,NA,Bosnia and Herzegovina,NA
Botrugno,ITA,City,Italy,9,NA,NA,40.067,18.317,2936,2008,Lecce,Lecce,NA
Bouillon,BEL,City,Belgium,149.09,NA,NA,49.7955,5.0680000000000005,5353,NA,Luxembourg,Neufchâteau,NA
Bourg-la-Reine,FRA,City,France,1.86,NA,NA,48.7796,2.3151,20769,2018,Île-de-France,Bagneux,NA
Boville Ernica,ITA,City,Italy,28,NA,NA,41.65,13.467,8622,2016,Frosinone,Frosinone,NA
Boyarka,UKR,City,Ukraine,13,NA,NA,50.32917,30.28861,35376,2020,Kyiv-Sviatoshyn Raion,Kyiv-Sviatoshyn Raion,NA
BRACIGLIANO,ITA,City,Italy,14,NA,NA,40.817,14.7,5546,2017,Salerno,Salerno,NA
BRAINE-L'ALLEUD,BEL,City,Belgium,52.12,NA,NA,50.683,4.367,39837,NA,Walloon Brabant,Nivelles,NA
Braine-le-Château,BEL,City,Belgium,22.7,NA,NA,50.683,4.2669999999999995,10447,NA,Walloon Brabant,Nivelles,NA
Braine-le-Comte,BEL,City,Belgium,84.68,NA,NA,50.6,4.133,21649,NA,Hainaut,Soignies,NA
Brasschaat,BEL,City,Belgium,38.49,NA,NA,51.3,4.5,37850,NA,Antwerp,Antwerp,NA
Brembate di Sopra,ITA,City,Italy,4.3,NA,NA,45.717,9.583,7190,2004,Province of Bergamo,Province of Bergamo,NA
Brenzone sul Garda,ITA,City,Italy,51.59,NA,NA,45.7,10.767000000000001,2458,2017,Verona,Verona,NA
Brescia,ITA,City,Italy,90.3,NA,NA,45.54167,10.21667,200423,2019,Province of Brescia,Province of Brescia,NA
Brighton and Hove,GBR,City,United Kingdom,33.8,NA,NA,50.82778,-0.15278,290885,NA,East Sussex,Hove,NA
Brignano Gera d'Adda,ITA,City,Italy,12.11,NA,NA,45.533,9.633,6009,2017,Bergamo,Bergamo,NA
BRIÓN,ESP,City,Spain,NA,NA,NA,42.867,-8.677999999999999,7748,2018,NA,NA,NA
Brovary Council,UKR,City,Ukraine,NA,NA,NA,50.613609999999994,30.94667,68688,2020,NA,Brovary,NA
Bràfim,ESP,City,Spain,6.4,NA,NA,41.270559999999996,1.3416700000000001,673,2018,Tarragona,Tarragona,NA
Brčko,BIH,City,Bosnia and Herzegovina,402,NA,NA,44.87709,18.81096,39893,2013,NA,Brčko District,NA
Buccheri,ITA,City,Italy,57.43,NA,NA,37.125,14.851939999999999,1955,2017,Syracuse,Syracuse,NA
Bucciano,ITA,City,Italy,7.94,NA,NA,41.083,14.567,2072,2020,Benevento,Benevento,NA
Bucharest 2nd,ROU,City,Romania,228,NA,NA,44.4325,26.10389,1883425,2011,Nonea,Nonea,NA
Bucharest 4,ROU,City,Romania,228,NA,NA,44.4325,26.10389,1883425,2011,Nonea,Nonea,NA
Budapest District III,HUN,City,Hungary,525.2,NA,NA,47.4925,19.051389999999998,1752286,2017,NA,Central Hungary,NA
Budapest IV. District Újpest,HUN,City,Hungary,18.82,NA,NA,47.567,19.083,100694,2018,NA,Central Hungary,NA
Buenavista del Norte,ESP,City,Spain,67.42,NA,NA,28.37,-16.85,4755,2018,Santa Cruz de Tenerife,Tenerife,NA
Bueu,ESP,City,Spain,30.81,NA,NA,42.317,-8.783,12148,2018,Pontevedra,Pontevedra,NA
Buggenhout,BEL,City,Belgium,25.25,NA,NA,51,4.2,14475,NA,East Flanders,Dendermonde,NA
Bunyola,ESP,City,Spain,32.7,NA,NA,39.696670000000005,2.69972,6714,2018,Balearic Islands,Majorca,NA
Burago di Molgora,ITA,City,Italy,3.4,NA,NA,45.6,9.383,4250,NA,Monza and Brianza,Monza and Brianza,NA
BURELA,ESP,City,Spain,8.2,NA,NA,43.65,-7.4,9566,2018,NA,NA,NA
Burg Reuland,BEL,City,Belgium,108.96,NA,NA,50.183,6.132999999999999,3956,NA,Liège,Verviers,NA
Burgos,ESP,City,Spain,107.06,NA,NA,42.35,-3.70667,1600,2018,Burgos,Burgos,NA
Busachi,ITA,City,Italy,59.03,NA,NA,40.033,8.9,1282,2017,Oristano,Oristano,NA
Busbanza,COL,City,Colombia,22.5,NA,NA,5.817,-72.867,51,2015,NA,Tundama Province,NA
Buscemi,ITA,City,Italy,52,NA,NA,37.083,14.883,1025,NA,Syracuse,Syracuse,NA
Bussi sul Tirino,ITA,City,Italy,25.19,NA,NA,42.2,13.817,2471,2017,Pescara,Pescara,NA
BUÑOL,ESP,City,Spain,112.4,NA,NA,39.41944,-0.79056,9517,2018,Valencia,Chiva,NA
Bužim,BIH,City,Bosnia and Herzegovina,129,NA,NA,45.05,16.033,20298,2013,NA,Federation of Bosnia and Herzegovina,NA
Bușila,MDA,City,Moldova,NA,NA,NA,47.38917,27.813059999999997,1746,2014,NA,Moldova,NA
Bábolna,HUN,City,Hungary,33.59,NA,NA,47.64282,17.97864,3789,2015,Komárom-Esztergom,Komárom,NA
Bács-Kiskun Council,HUN,City,Hungary,34.49,NA,NA,46.516999999999996,19.433,992,2002,Bács-Kiskun,Bács-Kiskun,NA
Bársonyos,HUN,City,Hungary,16.87,NA,NA,47.5114,17.91897,855,2004,Komárom-Esztergom,Komárom-Esztergom,NA
Bélmez de la Moraleda,ESP,City,Spain,49,NA,NA,37.717,-3.367,1567,2018,Jaén,Jaén,NA
Béziers,FRA,City,France,95.48,NA,NA,43.3476,3.219,77599,2018,Occitanie,Béziers,NA
Büllingen,BEL,City,Belgium,150.49,NA,NA,50.4,6.25,5473,NA,Liège,Verviers,NA
Ca' d'Andrea,ITA,City,Italy,17.11,NA,NA,45.117,10.267000000000001,432,NA,Cremona,Cremona,NA
CABANA DE BERGANTIÑOS,ESP,City,Spain,NA,NA,NA,43.21917,-8.98,4337,2018,NA,NA,NA
Cabanas,ESP,City,Spain,NA,NA,NA,39.57139,-5.540830000000001,48,2010,Cáceres,Cáceres,NA
Cabeceiras de Basto,PRT,City,Portugal,241.82,NA,NA,41.533,-8.017000000000001,16710,2011,Norte,Braga,NA
Cabeza del Buey,ESP,City,Spain,475.06,NA,NA,38.73778,-5.2194400000000005,4929,2018,Badajoz,Badajoz,NA
Cabeza la Vaca,ESP,City,Spain,64,NA,NA,38.083,-6.417000000000001,1620,2006,Badajoz,Cabeza la Vaca,NA
Cabra del Camp,ESP,City,Spain,27.03,NA,NA,41.397220000000004,1.27778,1141,2018,Tarragona,Tarragona,NA
Cabra del Santo Cristo,ESP,City,Spain,186,NA,NA,37.7035389,-3.287083,1840,2018,Jaén,Cabra del Santo Cristo,NA
Cabrera d'Anoia,ESP,City,Spain,17,NA,NA,41.479440000000004,1.70472,1376,2018,Barcelona,Barcelona,NA
Cabrera de Mar,ESP,City,Spain,9,NA,NA,41.528059999999996,2.3961099999999997,4664,2018,Barcelona,Barcelona,NA
Cabreúva,BRA,City,Brazil,260.23,NA,NA,-23.3075,-47.13306,50429,2020,São Paulo,Sorocaba,NA
Cadelbosco di Sopra,ITA,City,Italy,44,NA,NA,44.766999999999996,10.6,10779,2019,Reggio Emilia,Reggio Emilia,NA
Cagayan de Oro,PHL,City,Philippines,412.8,NA,NA,8.48,124.65,675950,2015,Misamis Oriental,Misamis Oriental,NA
Cagli,ITA,City,Italy,226,NA,NA,43.55,12.65,9053,2009,Pesaro e Urbino,Pesaro e Urbino,NA
Cajamarca,COL,City,Colombia,520,NA,NA,4.417,-75.5,17309,NA,NA,Colombia,NA
Calatabiano,ITA,City,Italy,26.42,NA,NA,37.817,15.232999999999999,5264,NA,NA,Catania,NA
Calavino,ITA,City,Italy,12.8,NA,NA,46.05,10.982999999999999,1365,2004,Trentino,Trentino,NA
Caldas da Rainha,PRT,City,Portugal,255.69,NA,NA,39.40722,-9.13583,202.3,2011,NA,Leiria,NA
CALDAS DE REIS,ESP,City,Spain,68.16,NA,NA,42.602779999999996,-8.63833,9860,2018,Pontevedra,Pontevedra,NA
Calderara di Reno,ITA,City,Italy,40.75,NA,NA,44.567,11.267000000000001,13260,2017,NA,Bologna,NA
Caldes d'Estrac,ESP,City,Spain,0.9,NA,NA,41.571940000000005,2.52861,2859,2018,Barcelona,Barcelona,NA
Caldes de Malavella,ESP,City,Spain,57.3,NA,NA,41.83944,2.8105599999999997,7458,2018,Girona,Girona,NA
Caldes de Montbui,ESP,City,Spain,37.4,NA,NA,41.62917,2.1694400000000003,17449,2018,Barcelona,Barcelona,NA
Calice al Cornoviglio,ITA,City,Italy,34.1,NA,NA,44.2,9.783,1144,2011,La Spezia,La Spezia,NA
Callao,PER,City,Peru,147.85,NA,NA,-12.033,-77.133,994494,2017,NA,of Callao,NA
Callosa d'en Sarrià,ESP,City,Spain,34.66,NA,NA,38.65139,-0.12278,7257,2018,Alicante,Villajoyosa,NA
Calonge de Segarra,ESP,City,Spain,37.2,NA,NA,41.76583,1.4825,191,2018,Barcelona,Barcelona,NA
Calore e Alburni,ITA,City,Italy,57,NA,NA,40.483000000000004,15.232999999999999,1678,2017,Salerno,Salerno,NA
Calusco d'Adda,ITA,City,Italy,8.33,NA,NA,45.683,9.482999999999999,8345,2017,Bergamo,Bergamo,NA
Calvanico,ITA,City,Italy,14.91,NA,NA,40.783,14.833,1492,2017,Salerno,Salerno,NA
Calzadilla de los Barros,ESP,City,Spain,52,NA,NA,38.30056,-6.3175,769,2018,Badajoz,Calzadilla de los Barros,NA
Campagna,ITA,City,Italy,135.41,NA,NA,40.667,15.1,16183,2009,Salerno,Salerno,NA
Campagnano di Roma,ITA,City,Italy,46.94,NA,NA,42.133,12.383,11586,2017,NA,Rome,NA
Campiglia Dei Berici,ITA,City,Italy,11.04,NA,NA,45.333,11.533,1700,2017,Vicenza,Vicenza,NA
Campitello di Fassa,ITA,City,Italy,25.1,NA,NA,46.483000000000004,11.732999999999999,741,2004,Trentino,Trentino,NA
Campo de Criptana,ESP,City,Spain,302.41,NA,NA,39.4,-3.117,13597,2018,Ciudad Real,Alcázar de San Juan,NA
Campo di Giove,ITA,City,Italy,28.9,NA,NA,42.011109999999995,14.04028,788,2017,L'Aquila,L'Aquila,NA
Campo Ligure,ITA,City,Italy,23.8,NA,NA,44.533,8.7,2924,NA,NA,Genoa,NA
Campobello di Licata,ITA,City,Italy,80.9,NA,NA,37.25,13.917,10092,2016,Agrigento,Agrigento,NA
Campobello di Mazara,ITA,City,Italy,65.83,NA,NA,37.633,12.75,11770,2017,Trapani,Trapani,NA
Campofelice di Fitalia,ITA,City,Italy,35.2,NA,NA,37.833,13.482999999999999,595,2004,NA,Palermo,NA
Campofelice di Roccella,ITA,City,Italy,14.7,NA,NA,37.983000000000004,13.883,5896,2004,NA,Palermo,NA
Campofilone,ITA,City,Italy,12.1,NA,NA,43.083,13.817,1885,2006,Province of Fermo,Province of Fermo,NA
Campoli del Monte Taburno,ITA,City,Italy,9.8,NA,NA,41.133,14.65,1598,2020,Benevento,Benevento,NA
Camporeale,ITA,City,Italy,38.6,NA,NA,37.9,13.1,3652,2004,NA,Palermo,NA
Campos,ESP,City,Spain,57.8,NA,NA,39.43056,3.0194400000000003,10610,2018,Balearic Islands,Majorca,NA
Campos de Goytacazes,BRA,City,Brazil,4032,NA,NA,-21.75389,-41.323890000000006,511168,2020,Rio de Janeiro,Rio de Janeiro,NA
Campos del Rio,ESP,City,Spain,47.29,NA,NA,38.04083,-1.3516700000000001,2045,2018,Murcia,Murcia,NA
Canal san Bovo,ITA,City,Italy,125.5,NA,NA,46.15,11.732999999999999,1448,2020,Trentino,Trentino,NA
Canale d'Agordo,ITA,City,Italy,46,NA,NA,46.35,11.917,1236,2001,Belluno,Belluno,NA
Cancello ed Arnone,ITA,City,Italy,49.2,NA,NA,41.067,14.017000000000001,5371,2010,Caserta,Caserta,NA
Canet d'Adri,ESP,City,Spain,44.4,NA,NA,42.036390000000004,2.73833,644,2014,Girona,Girona,NA
Canet de Mar,ESP,City,Spain,5.6,NA,NA,41.583,2.583,14583,2018,Barcelona,Barcelona,NA
CANGAS,ESP,City,Spain,212.75,NA,NA,43.35,-5.132999999999999,6278,2018,Asturias,Cangas de Onís,NA
Canicattini Bagni,ITA,City,Italy,15.1,NA,NA,37.033,15.067,7415,2004,Province of Syracuse,Province of Syracuse,NA
Canillas de Aceituno,ESP,City,Spain,42,NA,NA,36.867,-4.067,1620,2018,Province of Málaga,Province of Málaga,NA
Canneto sull'Oglio,ITA,City,Italy,25.9,NA,NA,45.15,10.383,4418,NA,Mantua,Mantua,NA
Cannole,ITA,City,Italy,20,NA,NA,40.166109999999996,18.36528,1802,2008,Lecce,Lecce,NA
Canonica d'Adda,ITA,City,Italy,3.2,NA,NA,45.583,9.533,3944,2004,Bergamo,Bergamo,NA
Canosa di Puglia,ITA,City,Italy,150.93,NA,NA,41.217,16.067,29847,2017,Barletta-Andria-Trani,Barletta-Andria-Trani,NA
Capannoli,ITA,City,Italy,22.69,NA,NA,43.583,10.667,6349,2017,Pisa,Pisa,NA
Capannori,ITA,City,Italy,155.96,NA,NA,43.85,10.567,46177,2017,Lucca,Lucca,NA
Capesterre de Marie-Galante,FRA,City,France,46.19,NA,NA,15.9,-61.22,3293,2018,NA,Marie-Galante,NA
Capizzi,ITA,City,Italy,69.9,NA,NA,37.85,14.482999999999999,2284,2014,NA,Messina,NA
Capo d'Orlando,ITA,City,Italy,14,NA,NA,38.15,14.732999999999999,13256,2018,NA,Messina,NA
Capo di Ponte,ITA,City,Italy,18,NA,NA,46.03167,10.34667,2461,2017,Brescia,Brescia,NA
Capoliveri,ITA,City,Italy,39,NA,NA,42.75,10.383,4046,2017,Province of Livorno,Province of Livorno,NA
Caposele,ITA,City,Italy,41.28,NA,NA,40.81528,15.22417,3458,2015,Avellino,Avellino,NA
Cappelle sul Tavo,ITA,City,Italy,5.46,NA,NA,42.467,14.1,3835,2007,Pescara,Pescara,NA
Capraia e Limite,ITA,City,Italy,24.92,NA,NA,43.75,10.982999999999999,7730,2017,NA,Florence,NA
Capriano del Colle,ITA,City,Italy,13.97,NA,NA,45.45,10.133,4627,2017,Brescia,Brescia,NA
Capriva del Friuli,ITA,City,Italy,6.2,NA,NA,45.933,13.517000000000001,1670,2004,NA,Friuli-Venezia Giulia,NA
Carassai,ITA,City,Italy,22.24,NA,NA,43.033,13.683,1075,2017,Ascoli Piceno,Ascoli Piceno,NA
Caravaca de la Cruz,ESP,City,Spain,859,NA,NA,38.1075,-1.86,25730,2018,Murcia,Caravaca de la Cruz,NA
Carbonara al Ticino,ITA,City,Italy,14.78,NA,NA,45.133,9.1,1499,2017,Pavia,Pavia,NA
Carbonara di Po,ITA,City,Italy,15.43,NA,NA,45.067,11.217,1254,2017,Mantua,Mantua,NA
Cardano al Campo,ITA,City,Italy,9,NA,NA,45.667,8.732999999999999,13757,2008,Varese,Varese,NA
Cardona,ESP,City,Spain,66.7,NA,NA,41.91361,1.6805599999999998,4652,2018,Barcelona,Barcelona,NA
Carmignano,ITA,City,Italy,38.43,NA,NA,43.817,11.017000000000001,14541,2017,Prato,Prato,NA
Carnaúba dos Dantas,BRA,City,Brazil,NA,NA,NA,-6.55,-36.583,8239,2020,Rio Grande do Norte,Central Potiguar,NA
Carnota,ESP,City,Spain,NA,NA,NA,42.82111,-9.08722,4031,2018,NA,NA,NA
CARPANETO PIACENTINO,ITA,City,Italy,63.2,NA,NA,44.917,9.783,7740,2017,Piacenza,Piacenza,NA
Carpineto della Nora,ITA,City,Italy,23,NA,NA,42.333,13.85,710,2007,Pescara,Pescara,NA
Carrazeda de Ansiães,PRT,City,Portugal,279.24,NA,NA,41.2425,-7.30583,6373,2011,Norte,Bragança,NA
Carrión de los Céspedes,ESP,City,Spain,6,NA,NA,37.367,-6.317,2500,2018,Seville,Carrión de los Céspedes,NA
Carru',ITA,City,Italy,26,NA,NA,44.483000000000004,7.882999999999999,4376,NA,Cuneo,Cuneo,NA
Caruaru,BRA,City,Brazil,920.61,NA,NA,-8.28278,-35.97583,365278,2020,Pernambuco,Pernambuco,NA
Casal di Principe,ITA,City,Italy,23.4,NA,NA,41.016999999999996,14.133,21374,2015,Caserta,Caserta,NA
Casal Velino,ITA,City,Italy,31.71,NA,NA,40.189,15.110361,5252,2017,Salerno,Salerno,NA
Casalbuttano ed Uniti,ITA,City,Italy,23.2,NA,NA,45.25,9.967,3903,2017,Cremona,Cremona,NA
Casale di Scodosia,ITA,City,Italy,21.2,NA,NA,45.183,11.467,4847,2017,Padua,Padua,NA
Casale sul Sile,ITA,City,Italy,26,NA,NA,45.6,12.333,12998,2017,Treviso,Treviso,NA
Casalecchio di Reno,ITA,City,Italy,17.33,NA,NA,44.483000000000004,11.283,36517,2017,NA,Bologna,NA
Casaletto di Sopra,ITA,City,Italy,8.66,NA,NA,45.417,9.783,545,2017,Cremona,Cremona,NA
Casalfiumanese,ITA,City,Italy,82.03,NA,NA,44.3,11.633,3441,NA,NA,Bologna,NA
Casalnuovo di Napoli,ITA,City,Italy,7.8,NA,NA,40.917,14.35,48712,2015,NA,Naples,NA
Casalvecchio di Puglia,ITA,City,Italy,31.93,NA,NA,41.6,15.117,1863,2017,Foggia,Foggia,NA
Casarsa della Delizia,ITA,City,Italy,20.4,NA,NA,45.95,12.85,8599,NA,Pordenone,Pordenone,NA
Casas de Millan,ESP,City,Spain,152,NA,NA,39.817,-6.317,585,2018,Cáceres,Casas de Millán,NA
Casimiro Castillo,MEX,City,Mexico,455.13,NA,NA,19.3425,-104.28778,18913,2005,Jalisco,Jalisco,NA
Casola Di Napoli,ITA,City,Italy,2.59,NA,NA,40.7,14.533,3864,2017,NA,Naples,NA
Cassano d'Adda,ITA,City,Italy,18.6,NA,NA,45.533,9.517000000000001,18911,NA,NA,Milan,NA
Cassano delle Murge,ITA,City,Italy,89,NA,NA,40.883,16.767,13260,2008,NA,Bari,NA
Cassina de' Pecchi,ITA,City,Italy,7.6,NA,NA,45.5167,9.3632,13540,2015,NA,Milan,NA
Cassinetta di Lugagnano,ITA,City,Italy,3.3,NA,NA,45.433,8.917,1898,2017,NA,Milan,NA
Cassà de la Selva,ESP,City,Spain,45.2,NA,NA,41.88917,2.87722,10359,2018,Girona,Girona,NA
Castel d'Aiano,ITA,City,Italy,45.3,NA,NA,44.266999999999996,11,1857,2017,NA,Bologna,NA
Castel d'Ario,ITA,City,Italy,22.58,NA,NA,45.183,10.982999999999999,4635,NA,Mantua,Mantua,NA
Castel d'Azzano,ITA,City,Italy,10,NA,NA,45.35,10.95,11.865,2011,Province of Verona,Province of Verona,NA
Castel del Giudice,ITA,City,Italy,14.81,NA,NA,41.85,14.232999999999999,324,2017,Isernia,Isernia,NA
Castel del Monte,ITA,City,Italy,57.83,NA,NA,42.36667,13.72889,467,2013,L'Aquila,L'Aquila,NA
Castel del Rio,ITA,City,Italy,52.56,NA,NA,44.2,11.5,1229,2017,NA,Bologna,NA
Castel di Casio,ITA,City,Italy,47.33,NA,NA,44.167,11.033,3427,2017,NA,Bologna,NA
Castel di Ieri,ITA,City,Italy,18.75,NA,NA,42.11611,13.74361,326,2013,L'Aquila,L'Aquila,NA
Castel di Iudica,ITA,City,Italy,103.21,NA,NA,37.5,14.65,4530,2017,NA,Catania,NA
Castel di Lucio,ITA,City,Italy,28.4,NA,NA,37.883,14.317,1371,2011,NA,Messina,NA
Castel di Sangro,ITA,City,Italy,83.98,NA,NA,41.78333,14.1,6461,2013,L'Aquila,L'Aquila,NA
Castel Guelfo,ITA,City,Italy,28.6,NA,NA,44.433,11.683,4489,2014,NA,Bologna,NA
Castel Maggiore,ITA,City,Italy,30.9,NA,NA,44.567,11.367,18349,2017,NA,Bologna,NA
Castel San Giorgio,ITA,City,Italy,13,NA,NA,40.783,14.7,13411,2011,Salerno,Salerno,NA
