name,iso,entity_type,country,area,num_commit,lat,lng,population,population_year,state,admin_1,initiatives_committed,region
!Kheis,ZAF,City,South Africa,11107,2,-30.4620482,17.9929881,16637,2011,Northern Cape,,GlobalCovenantofMayors2019;NAZCA,Sub-Saharan Africa
25 De Mayo,ARG,City,Argentina,NA,2,-35.416667,-60.166667,23408,2010,Buenos Aires,Veinticinco de Mayo,NAZCA2020;DDLNetZeroDB2020;RacetoZero2020ZCA2020,Latin America and Caribbean
25 De Mayo,ARG,City,Argentina,NA,2,-35.416667,-60.166667,23408,2010,Buenos Aires,Veinticinco de Mayo,NAZCA2020;DDLNetZeroDB2020;RacetoZero2020ZCA2020,Latin America and Caribbean
25 De Mayo,ARG,City,Argentina,NA,2,-35.416667,-60.166667,23408,2010,Buenos Aires,Veinticinco de Mayo,NAZCA2020;DDLNetZeroDB2020;RacetoZero2020ZCA2020,Latin America and Caribbean
A BAÑA,ESP,City,Spain,98.63,NA,42.967,-8.767000000000001,3967,2018,A Coruña,A Coruña,EUCovenantofMayors2021,Europe
A Bola,ESP,City,Spain,34.9,3,42.15194444,-7.913888889,1339,2018,Cáceres,Terra de Celanova,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
A Cañiza,ESP,City,Spain,108.1,NA,42.21278,-8.27444,5173,2018,Pontevedra,Pontevedra,EUCovenantofMayors2021,Europe
A Coruña,ESP,City,Spain,37.83,4,43.3712091,-8.3958767,247482,2018,NA,,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Å empeter-Vrtojba,SVN,City,Slovenia,15,3,45.916667,13.65,6269,NA,Šempeter–Vrtojba,,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
A Estrada,ESP,City,Spain,NA,NA,42.7,-8.482999999999999,20661,2018,Pontevedra,Pontevedra,EUCovenantofMayors2021,Europe
A GUARDA,ESP,City,Spain,20.5,NA,41.90167,-8.87528,10013,2018,Pontevedra,Pontevedra,EUCovenantofMayors2021,Europe
A ILLA DE AROUSA,ESP,City,Spain,7,NA,42.55444,-8.86389,4958,2018,Pontevedra,Pontevedra,EUCovenantofMayors2021,Europe
A LARACHA,ESP,City,Spain,125.95,NA,43.24861,-8.58333,11302,2018,A Coruña,Carballo,EUCovenantofMayors2021,Europe
A MERCA,ESP,City,Spain,51,NA,42.22306,-7.90528,1911,2018,Ourense,Ourense,EUCovenantofMayors2021,Europe
A Mezquita,ESP,City,Spain,104.3,NA,42.011390000000006,-7.04528,1039,2018,Ourense,Ourense,EUCovenantofMayors2021,Europe
A Peroxa,ESP,City,Spain,54.5,NA,42.43889,-7.79333,1871,2018,Ourense,Ourense,EUCovenantofMayors2021,Europe
A Pobra de Trives,ESP,City,Spain,84.2,NA,42.33944,-7.2530600000000005,2118,2018,Ourense,Ourense,EUCovenantofMayors2021,Europe
A POBRA DO BROLLÓN,ESP,City,Spain,NA,NA,42.733000000000004,-7.3,1685,NA,NA,NA,EUCovenantofMayors2021,Europe
A POBRA DO CARAMIÑAL,ESP,City,Spain,NA,NA,42.6,-8.933,9390,NA,NA,NA,EUCovenantofMayors2021,Europe
A PONTENOVA,ESP,City,Spain,82.16,NA,43.3617,-7.1083,2283,2018,Asturias,Asturias,EUCovenantofMayors2021,Europe
A RÚA,ESP,City,Spain,35.9,NA,42.4,-7.1,4359,2018,Ourense,Ourense,EUCovenantofMayors2021,Europe
A TEIXEIRA,ESP,City,Spain,27.6,NA,42.39167,-7.47417,332,2018,Ourense,Ourense,EUCovenantofMayors2021,Europe
Aabenraa,DNK,City,Denmark,9.69,NA,55.033,9.433,16425,2020,South Denmark Region,NA,c40_s_deadline_2020;DDLNetZeroDB2020;RacetoZero,Europe
Aachen,DEU,City,Germany,160.85,3,50.776351,6.083862,244509,NA,North Rhine-Westphalia,NA,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Aachen,DEU,City,Germany,160.85,3,50.776351,6.083862,244509,NA,North Rhine-Westphalia,NA,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Aachen,DEU,City,Germany,160.85,3,50.776351,6.083862,244509,NA,North Rhine-Westphalia,NA,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Aalborg,DNK,City,Denmark,139,3,57.05,9.916666667,140897,2019,North Denmark Region,NA,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Aalst,BEL,City,Belgium,78.12,3,50.93333333,4.033333333,83267,NA,East Flanders,NA,EUCovenantofMayors2021;GCoM2021,Europe
Aalst,BEL,City,Belgium,78.12,3,50.93333333,4.033333333,83267,NA,East Flanders,NA,EUCovenantofMayors2021;GCoM2021,Europe
Aalst,BEL,City,Belgium,78.12,3,50.93333333,4.033333333,83267,NA,East Flanders,NA,EUCovenantofMayors2021;GCoM2021,Europe
Aalter,BEL,City,Belgium,81.92,NA,51.083,3.45,28906,NA,East Flanders,Ghent,EUCovenantofMayors2021,Europe
Aalter,BEL,City,Belgium,81.92,NA,51.083,3.45,28906,NA,East Flanders,Ghent,EUCovenantofMayors2021,Europe
Aalter,BEL,City,Belgium,81.92,NA,51.083,3.45,28906,NA,East Flanders,Ghent,EUCovenantofMayors2021,Europe
Aarhus,DNK,City,Denmark,468,2,56.1496278,10.2134046,305000,2018,Central Denmark Region,NA,EUCovenantofMayors2021;GCoM2021;RacetoZero2020;GCoMHarmonized2021;GCoM2021;RacetoZero2020,Europe
Aarschot,BEL,City,Belgium,62.52,3,50.9855815,4.834949915,28760,NA,Flemish Brabant,Leuven,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Aarschot,BEL,City,Belgium,62.52,3,50.9855815,4.834949915,28760,NA,Flemish Brabant,Leuven,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Aarschot,BEL,City,Belgium,62.52,3,50.9855815,4.834949915,28760,NA,Flemish Brabant,Leuven,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Abaetetuba,BRA,City,Brazil,430.9,2,-1.72509,-48.889938,153553,NA,Pará,,GlobalCovenantofMayors2019;NAZCA,Latin America and Caribbean
Abaigar,ESP,City,Spain,4.86,NA,42.65,-2.18306,87,2018,NA,Navarra,EUCovenantofMayors2021,Europe
Abanilla,ESP,City,Spain,236.6,2,38.205181,-1.04066,6500,2018,Murcia,Comarca Oriental,GlobalCovenantofMayors2019;NAZCA,Europe
Abano Terme,ITA,City,Italy,21.41,3,45.36027778,11.79,18206,NA,Padua,,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Abanto-Zierbena,ESP,City,Spain,18.03,3,43.31184035,-3.089286215,9724,2018,Biscay,Greater Bilbao,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Abarán,ESP,City,Spain,115,3,38.2,-1.4,13110,2018,Murcia,Santiago,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Abarzuza,ESP,City,Spain,23.02,NA,42.72639,-2.0225,550,2018,NA,Navarra,EUCovenantofMayors2021,Europe
Abasan Al-Kabira,PSE,City,Palestine,NA,5,31.3238491,34.3497101,32000,2017,State of Palestine,Khan Yunis,CDPCities2020;GCoM2021;EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Middle East and North Africa
Abasan Al-Kabira,PSE,City,Palestine,NA,5,31.3238491,34.3497101,32000,2017,State of Palestine,Khan Yunis,CDPCities2020;GCoM2021;EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Middle East and North Africa
Abasan Al-Kabira,PSE,City,Palestine,NA,5,31.3238491,34.3497101,32000,2017,State of Palestine,Khan Yunis,CDPCities2020;GCoM2021;EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Middle East and North Africa
Abasan Al-Kabira,PSE,City,Palestine,NA,5,31.3238491,34.3497101,32000,2017,State of Palestine,Khan Yunis,CDPCities2020;GCoM2021;EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Middle East and North Africa
Abasan Al-Kabira,PSE,City,Palestine,NA,5,31.3238491,34.3497101,32000,2017,State of Palestine,Khan Yunis,CDPCities2020;GCoM2021;EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Middle East and North Africa
Abasan Al-Kabira,PSE,City,Palestine,NA,5,31.3238491,34.3497101,32000,2017,State of Palestine,Khan Yunis,CDPCities2020;GCoM2021;EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Middle East and North Africa
Abasan Al-Kabira,PSE,City,Palestine,NA,5,31.3238491,34.3497101,32000,2017,State of Palestine,Khan Yunis,CDPCities2020;GCoM2021;EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Middle East and North Africa
Abbadia Lariana,ITA,City,Italy,16.67,3,45.9,9.333333333,3249,NA,Lecco,,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Abbasanta,ITA,City,Italy,39.85,NA,40.117,8.817,2872,NA,Oristano,Oristano,EUCovenantofMayors2021;GCoM2021,Europe
Abbateggio,ITA,City,Italy,15.4,3,42.23333333,14.01666667,443,NA,Pescara,,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Abbiategrasso,ITA,City,Italy,47.78,3,45.400767,8.918542,30000,NA,Lombardy,Milan,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Abéché,TCD,City,Chad,NA,2,13.835912,20.843371,200000,2012,Ouaddaï Region,NA,GlobalCovenantofMayors2019;NAZCA,Sub-Saharan Africa
Abegondo,ESP,City,Spain,83.81,2,43.21912,-8.297905,7509,2018,A Coruña,,EUCovenantofMayors2021;GCoM2021,Europe
Abegondo,ESP,Region,Spain,83.81,NA,43.20667,-8.31,5454,2018,A Coruña,A Coruña,EUCovenantofMayors2021;GCoM2021,Europe
Aberdeen,GBR,City,United Kingdom,NA,3,57.1452452,-2.0913744,213810,NA,Scotland,United Kingdom,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Aberdeen,GBR,City,United Kingdom,NA,3,57.1452452,-2.0913744,213810,NA,Scotland,United Kingdom,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Aberdeen,GBR,City,United Kingdom,NA,3,57.1452452,-2.0913744,213810,NA,Scotland,United Kingdom,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Aberdeen,GBR,City,United Kingdom,NA,3,57.1452452,-2.0913744,213810,NA,Scotland,United Kingdom,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Aberdeen,GBR,City,United Kingdom,NA,3,57.1452452,-2.0913744,213810,NA,Scotland,United Kingdom,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Aberdeen,GBR,City,United Kingdom,NA,3,57.1452452,-2.0913744,213810,NA,Scotland,United Kingdom,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Aberdeen,GBR,City,United Kingdom,NA,3,57.1452452,-2.0913744,213810,NA,Scotland,United Kingdom,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Aberdeen,GBR,City,United Kingdom,NA,3,57.1452452,-2.0913744,213810,NA,Scotland,United Kingdom,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Aberdeenshire,GBR,Region,United Kingdom,6313,1,57.16666667,-2.666666667,243510,NA,NA,,EUCovenantofMayors2021;GCoM2021,Europe
Aberdeenshire,GBR,Region,United Kingdom,6313,1,57.16666667,-2.666666667,243510,NA,NA,,EUCovenantofMayors2021;GCoM2021,Europe
Aberdeenshire,GBR,Region,United Kingdom,6313,1,57.16666667,-2.666666667,243510,NA,NA,,EUCovenantofMayors2021;GCoM2021,Europe
Aberdeenshire,GBR,Region,United Kingdom,6313,1,57.16666667,-2.666666667,243510,NA,NA,,EUCovenantofMayors2021;GCoM2021,Europe
Aberdeenshire,GBR,Region,United Kingdom,6313,1,57.16666667,-2.666666667,243510,NA,NA,,EUCovenantofMayors2021;GCoM2021,Europe
Aberdeenshire,GBR,Region,United Kingdom,6313,1,57.16666667,-2.666666667,243510,NA,NA,,EUCovenantofMayors2021;GCoM2021,Europe
Aberdeenshire,GBR,Region,United Kingdom,6313,1,57.16666667,-2.666666667,243510,NA,NA,,EUCovenantofMayors2021;GCoM2021,Europe
Aberdeenshire,GBR,Region,United Kingdom,6313,1,57.16666667,-2.666666667,243510,NA,NA,,EUCovenantofMayors2021;GCoM2021,Europe
Aberin,ESP,City,Spain,21.25,NA,42.617,-2,356,2018,NA,Navarre,EUCovenantofMayors2021,Europe
Abertura,ESP,City,Spain,NA,2,39.24395,-5.8147,456,NA,Cáceres,,EUCovenantofMayors2021;GCoM2021,Europe
Abidjan,CIV,City,Cote d'Ivoire,422,3,5.316666667,-4.033333333,3677115,NA,NA,,CDPCities2020;GCoM2021;C40Cities2021;RacetoZero2020,Sub-Saharan Africa
Abidjan,CIV,City,Cote d'Ivoire,422,3,5.316666667,-4.033333333,3677115,NA,NA,,CDPCities2020;GCoM2021;C40Cities2021;RacetoZero2020,Sub-Saharan Africa
Abidjan,CIV,City,Cote d'Ivoire,422,3,5.316666667,-4.033333333,3677115,NA,NA,,CDPCities2020;GCoM2021;C40Cities2021;RacetoZero2020,Sub-Saharan Africa
Abidjan,CIV,City,Cote d'Ivoire,422,3,5.316666667,-4.033333333,3677115,NA,NA,,CDPCities2020;GCoM2021;C40Cities2021;RacetoZero2020,Sub-Saharan Africa
Abidjan,CIV,City,Cote d'Ivoire,422,3,5.316666667,-4.033333333,3677115,NA,NA,,CDPCities2020;GCoM2021;C40Cities2021;RacetoZero2020,Sub-Saharan Africa
Abidjan,CIV,City,Cote d'Ivoire,422,3,5.316666667,-4.033333333,3677115,NA,NA,,CDPCities2020;GCoM2021;C40Cities2021;RacetoZero2020,Sub-Saharan Africa
Abidjan,CIV,City,Cote d'Ivoire,422,3,5.316666667,-4.033333333,3677115,NA,NA,,CDPCities2020;GCoM2021;C40Cities2021;RacetoZero2020,Sub-Saharan Africa
Abidjan,CIV,City,Cote d'Ivoire,422,3,5.316666667,-4.033333333,3677115,NA,NA,,CDPCities2020;GCoM2021;C40Cities2021;RacetoZero2020,Sub-Saharan Africa
Abidjan,CIV,City,Cote d'Ivoire,422,3,5.316666667,-4.033333333,3677115,NA,NA,,CDPCities2020;GCoM2021;C40Cities2021;RacetoZero2020,Sub-Saharan Africa
Abidjan,CIV,City,Cote d'Ivoire,422,3,5.316666667,-4.033333333,3677115,NA,NA,,CDPCities2020;GCoM2021;C40Cities2021;RacetoZero2020,Sub-Saharan Africa
Abiko,JPN,City,Japan,43.19,1,35.866667,140.033333,132999,2012,Kantō,Chiba Prefecture,JapanMOEZeroCarbonCities;DDLNetZeroDB2020;JapanMOEZeroCarbonCities,East Asia and the Pacific
"Abington, MA",USA,City,United States of America,9.9,NA,42.10472,-70.94583,15985,2010,Massachusetts,Plymouth,CDPCities2020,North America
"Abington, MA",USA,City,United States of America,9.9,NA,42.10472,-70.94583,15985,2010,Massachusetts,Plymouth,CDPCities2020,North America
"Abington, MA",USA,City,United States of America,9.9,NA,42.10472,-70.94583,15985,2010,Massachusetts,Plymouth,CDPCities2020,North America
"Abington, MA",USA,City,United States of America,9.9,NA,42.10472,-70.94583,15985,2010,Massachusetts,Plymouth,CDPCities2020,North America
"Abington, MA",USA,City,United States of America,9.9,NA,42.10472,-70.94583,15985,2010,Massachusetts,Plymouth,CDPCities2020,North America
"Abington, PA",USA,City,United States of America,25.122903,1,40.1241,-75.1195,55310,2010,Pennsylvania,"Montgomery County, PA",CDPCities2018,North America
"Abington, PA",USA,City,United States of America,25.122903,1,40.1241,-75.1195,55310,2010,Pennsylvania,"Montgomery County, PA",CDPCities2018,North America
"Abington, PA",USA,City,United States of America,25.122903,1,40.1241,-75.1195,55310,2010,Pennsylvania,"Montgomery County, PA",CDPCities2018,North America
"Abington, PA",USA,City,United States of America,25.122903,1,40.1241,-75.1195,55310,2010,Pennsylvania,"Montgomery County, PA",CDPCities2018,North America
"Abington, PA",USA,City,United States of America,25.122903,1,40.1241,-75.1195,55310,2010,Pennsylvania,"Montgomery County, PA",CDPCities2018,North America
Abla,ESP,City,Spain,45.24,3,37.1416926,-2.7792317,1505,2018,Almería,,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Ablitas,ESP,City,Spain,7748,NA,41.967,-1.633,2483,2018,NA,Navarre,EUCovenantofMayors2021,Europe
Aboisso,CIV,City,Cote d'Ivoire,NA,2,5.474511,-3.203076,63332,2014,Comoé,Sud-Comoe,GlobalCovenantofMayors2019;NAZCA,Sub-Saharan Africa
Aboisso,CIV,City,Cote d'Ivoire,NA,2,5.474511,-3.203076,63332,2014,Comoé,Sud-Comoe,GlobalCovenantofMayors2019;NAZCA,Sub-Saharan Africa
Aboisso,CIV,City,Cote d'Ivoire,NA,2,5.474511,-3.203076,63332,2014,Comoé,Sud-Comoe,GlobalCovenantofMayors2019;NAZCA,Sub-Saharan Africa
Aboisso,CIV,City,Cote d'Ivoire,NA,2,5.474511,-3.203076,63332,2014,Comoé,Sud-Comoe,GlobalCovenantofMayors2019;NAZCA,Sub-Saharan Africa
Aboisso,CIV,City,Cote d'Ivoire,NA,2,5.474511,-3.203076,63332,2014,Comoé,Sud-Comoe,GlobalCovenantofMayors2019;NAZCA,Sub-Saharan Africa
Aboisso,CIV,City,Cote d'Ivoire,NA,2,5.474511,-3.203076,63332,2014,Comoé,Sud-Comoe,GlobalCovenantofMayors2019;NAZCA,Sub-Saharan Africa
Aboisso,CIV,City,Cote d'Ivoire,NA,2,5.474511,-3.203076,63332,2014,Comoé,Sud-Comoe,GlobalCovenantofMayors2019;NAZCA,Sub-Saharan Africa
Aboisso,CIV,City,Cote d'Ivoire,NA,2,5.474511,-3.203076,63332,2014,Comoé,Sud-Comoe,GlobalCovenantofMayors2019;NAZCA,Sub-Saharan Africa
Aboisso,CIV,City,Cote d'Ivoire,NA,2,5.474511,-3.203076,63332,2014,Comoé,Sud-Comoe,GlobalCovenantofMayors2019;NAZCA,Sub-Saharan Africa
Aboisso,CIV,City,Cote d'Ivoire,NA,2,5.474511,-3.203076,63332,2014,Comoé,Sud-Comoe,GlobalCovenantofMayors2019;NAZCA,Sub-Saharan Africa
Abovyan,ARM,City,Armenia,11,NA,40.27389,44.62556,43495,2011,NA,Kotayk,EUCovenantofMayors2021,Eastern Europe and Central Asia
Abrantes,PRT,City,Portugal,714.69,3,39.440102950000004,-8.128236307,19132,2011,Centro,Santarém,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Abrera,ESP,City,Spain,19.9,3,41.51666667,1.9,11521,2018,Barcelona Province,Baix Llobregat,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Abriola,ITA,City,Italy,97.19,3,40.5078822,15.8137603,1617,NA,Potenza,,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Abrucena,ESP,City,Spain,83,3,37.1332098,-2.7974819,1358,2018,Almería,,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Abruzzo,ITA,Region,Italy,10763,2,42.36611111,12.39444444,1326513,2016,NA,,CDPStates&Regions2020;Under2Coalition2021;Under2Coalition2020,Europe
Abuja,NGA,City,Nigeria,1769,1,9.07647,7.39857,2440000,2017,Federal Capital Territory,,CDPCities2020,Sub-Saharan Africa
Aburrá Valley,COL,City,Colombia,1152,2,6,-75,3591963,NA,Antioquia,,Carbonn2019;NAZCA,Latin America and Caribbean
Acate,ITA,City,Italy,102.47,3,37.03388889,14.49416667,10432,NA,Ragusa,,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Accadia,ITA,City,Italy,30.74,3,41.16666667,15.33333333,2470,NA,Foggia,,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Accettura,ITA,City,Italy,90.37,3,40.48333333,16.15,2020,NA,Matera,,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Acciano,ITA,City,Italy,32.22,3,42.18333333,13.73333333,339,NA,Province of L'Aquila,,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Accra,GHA,City,Ghana,225.67,4,5.5600141,-0.2057436,1986580,2017,Greater Accra Region,,CDPCities2020;C40Cities2020;GCoM2021;C40Cities2021;RacetoZero2020,Sub-Saharan Africa
Acered,ESP,City,Spain,30,3,41.1704796,-1.6042984,243,2018,Zaragoza,NA,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Acerenza,ITA,City,Italy,77.64,3,40.79690278,15.94068056,2623,NA,Potenza,,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Acharnes,GRC,City,Greece,149.96,2,38.08522,23.738064,80121,2011,Attica,East Attica,EUCovenantofMayors2021;GCoM2021,Europe
Aci Bonaccorsi,ITA,City,Italy,1.72,2,37.595517,15.109543,3272,NA,Sicily,Catania,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Aci Castello,ITA,City,Italy,8.71,3,37.5542111,15.14856,18080,NA,Catania,,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Aci Catena,ITA,City,Italy,8.53,2,37.606435,15.141924,29662,NA,Sicily,Catania,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Aci Sant'Antonio,ITA,City,Italy,14.3,NA,37.6,15.117,18054,NA,NA,Catania,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Acigné,FRA,City,France,NA,2,48.13368,-1.53385,5246,2016,Brittany,Liffré,GlobalCovenantofMayors2019;NAZCA,Europe
Acigné,FRA,City,France,NA,2,48.13368,-1.53385,5246,2016,Brittany,Liffré,GlobalCovenantofMayors2019;NAZCA,Europe
Acigné,FRA,City,France,NA,2,48.13368,-1.53385,5246,2016,Brittany,Liffré,GlobalCovenantofMayors2019;NAZCA,Europe
Acireale,ITA,City,Italy,40.43,3,37.6127773,15.1658804,53122,NA,Catania,,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Acquanegra sul Chiese,ITA,City,Italy,28.01,3,45.16666667,10.43333333,3016,2017,Mantua,,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Acquapendente,ITA,City,Italy,131.61,2,42.747723,11.86302,5619,NA,Viterbo,,EUCovenantofMayors2021;GCoM2021,Europe
Acquappesa,ITA,City,Italy,14.45,3,39.5,15.95,1882,NA,Cosenza,,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Acquarica del capo,ITA,City,Italy,18.7,2,39.907845,18.231821,4951,NA,Lecce,,GlobalCovenantofMayors2019;NAZCA,Europe
Acquaviva Collecroce,ITA,City,Italy,28.6,3,41.86666667,14.75,674,NA,Campobasso,,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Acquaviva delle Fonti,ITA,City,Italy,132.03,3,40.9,16.85,21000,NA,Bari,,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Acquaviva Platani,ITA,City,Italy,14.63,3,37.56666667,13.7,1033,NA,Caltanissetta,,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Acquedolci,ITA,City,Italy,12.93,2,38.05,14.58333333,5500,2015,Messina,,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Acqui Terme,ITA,City,Italy,33.42,NA,44.683,8.467,19961,2017,Piedmont,Alessandria,Race to Zero,Europe
Acre,BRA,Region,Brazil,152581,2,-9.116666667,-70.51666667,790101,2014,NA,,CDPStates&Regions2020;Under2Coalition2021;Under2Coalition2020,Latin America and Caribbean
Acri,ITA,City,Italy,200.63,2,39.488691,16.382857,21195,NA,Cosenza,,GlobalCovenantofMayors2019;NAZCA,Europe
Ács,HUN,City,Hungary,103.83,NA,47.71,18.016,7260,2004,Komárom-Esztergom,Komárom,EUCovenantofMayors2021;GCoM2021,Europe
Ácsteszér,HUN,City,Hungary,17.73,NA,47.40891,18.00604,767,2004,Komárom-Esztergom,Komárom-Esztergom,EUCovenantofMayors2021;GCoM2021,Europe
"Acton, MA",USA,City,United States of America,NA,1,42.485,-71.43333333,219292,NA,Massachusetts,"Middlesex County, MA",WeAreStillIn2019,North America
"Acton, MA",USA,City,United States of America,NA,1,42.485,-71.43333333,219292,NA,Massachusetts,"Middlesex County, MA",WeAreStillIn2019,North America
"Acton, MA",USA,City,United States of America,NA,1,42.485,-71.43333333,219292,NA,Massachusetts,"Middlesex County, MA",WeAreStillIn2019,North America
"Acton, MA",USA,City,United States of America,NA,1,42.485,-71.43333333,219292,NA,Massachusetts,"Middlesex County, MA",WeAreStillIn2019,North America
"Acton, MA",USA,City,United States of America,NA,1,42.485,-71.43333333,219292,NA,Massachusetts,"Middlesex County, MA",WeAreStillIn2019,North America
Adachi,JPN,City,Japan,53,1,35.78333333,139.8,669143,2015,Tokyo Metropolis,Tokyo,Carbonn2019;Carbonn2019;Carbonn2019,East Asia and the Pacific
"Adams County, CO",USA,City,United States of America,NA,1,38.79388889,-83.54361111,45913,2017,Colorado,,Carbonn2019,North America
"Adams County, CO",USA,City,United States of America,NA,1,38.79388889,-83.54361111,45913,2017,Colorado,,Carbonn2019,North America
"Adams County, CO",USA,City,United States of America,NA,1,38.79388889,-83.54361111,45913,2017,Colorado,,Carbonn2019,North America
"Adams County, CO",USA,City,United States of America,NA,1,38.79388889,-83.54361111,45913,2017,Colorado,,Carbonn2019,North America
"Adams County, CO",USA,City,United States of America,NA,1,38.79388889,-83.54361111,45913,2017,Colorado,,Carbonn2019,North America
"Adams, MA",USA,City,United States of America,59.310771,2,39.839827,-104.193092,498187,2010,Massachusetts,"Berkshire County, MA",GlobalCovenantofMayors2019;NAZCA,North America
"Adams, MA",USA,City,United States of America,59.310771,2,39.839827,-104.193092,498187,2010,Massachusetts,"Berkshire County, MA",GlobalCovenantofMayors2019;NAZCA,North America
"Adams, MA",USA,City,United States of America,59.310771,2,39.839827,-104.193092,498187,2010,Massachusetts,"Berkshire County, MA",GlobalCovenantofMayors2019;NAZCA,North America
"Adams, MA",USA,City,United States of America,59.310771,2,39.839827,-104.193092,498187,2010,Massachusetts,"Berkshire County, MA",GlobalCovenantofMayors2019;NAZCA,North America
"Adams, MA",USA,City,United States of America,59.310771,2,39.839827,-104.193092,498187,2010,Massachusetts,"Berkshire County, MA",GlobalCovenantofMayors2019;NAZCA,North America
Adamuz,ESP,City,Spain,334,3,38.01666667,-4.516666667,4476,2018,Córdoba,Alto Guadalquivir,EUCovenantofMayors2021;GCoM2021;GCoMHarmonized2021;GCoM2021,Europe
Adana,TUR,City,Turkey,1945,NA,37,35.321329999999996,1768860,2019,Adana,Adana,CDPCities2020,Eastern Europe and Central Asia
Addis Ababa,ETH,City,Ethiopia,527,4,9.03,38.74,3103374,2013,NA,Ethiopia,CDPCities2020;C40Cities2020;GCoM2021;C40Cities2021;RacetoZero2020,Sub-Saharan Africa
